                    Ramp 3A1 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 14:57:30 |      | 7  1  F |   6   4   6  14   7                      |
| 14:58:00 |      | 7  1  F |   6   6   4  13  12                      |
| 14:58:30 |      | 7  1  F |   4   8   6   8  16                      |
| 14:59:00 |      | 7  1  F |   4   6   6   9  12                      |
| 14:59:30 |      | 7  1  F |   4   5   3  10   9                      |
| 15:00:00 |      | 7  1  F |   3   5   3   9  10                      |
| 15:00:30 |      | 7  1  F |   4   5   3   9  10                      |
| 15:01:00 |      | 7  1  F |   6   6   3   9   9                      |
| 15:01:30 |      | 7  1  F |   9   6   5   7  10                      |
| 15:02:00 |      | 7  1  F |  12   6   7  11   9                      |
| 15:02:30 |      | 7  1  F |   8  10   5  13   7                      |
| 15:03:00 |      | 7  1  F |   4  11   8   9  12                      |
| 15:03:30 |      | 7  1  F |   5   6   8  10  16                      |
| 15:04:00 |      | 7  1  F |   8   5   3  14  11                      |
| 15:04:30 |      | 7  1  F |   7   7   5  12  10                      |
| 15:05:00 |      | 7  1  F |   3   8   5  10  16                      |
| 15:05:30 |      | 7  1  F |   2   5   5  10  16                      |
| 15:06:00 |      | 7  1  F |   1   3   4  11  12                      |
| 15:06:30 |      | 7  1  F |   4   4   3  12  11                      |
| 15:07:00 |      | 7  1  F |  10   3   3   9  13                      |
| 15:07:30 |      | 7  1  F |   8   6   4   6  14                      |
| 15:08:00 |      | 7  1  F |   4  11   7   8  11                      |
| 15:08:30 |      | 7  1  F |   7   9   7  13   8                      |
| 15:09:00 |      | 7  1  F |  11   6   4  15   8                      |
| 15:09:30 |      | 7  1  F |   7  11   6  14  12                      |
| 15:10:00 |      | 7  2  F |   3  12   9  13  17                      |
| 15:10:30 |      | 7  4  F |   3   7   7  14  19                      |
| 15:11:00 |      | 7  1  F |   7   7   4  15  16                      |
| 15:11:30 |      | 7  1  F |  12   7   4   9  14                      |
| 15:12:00 |      | 7  1  F |  10  12   6  11  15                      |
| 15:12:30 |      | 7  1  F |   5  16   9  15  13                      |
| 15:13:00 |      | 7  2  F |   2   9   8  17  12                      |
| 15:13:30 |      | 7  2  F |   3   5   5  17  17                      |
| 15:14:00 |      | 7  4  F |   8   5   2  10  20                      |
| 15:14:30 |      | 7  3  F |   9   8   3   7  18                      |
| 15:15:00 |      | 7  1  F |   4  11   6   7  13                      |
| 15:15:30 |      | 7  1  F |   4   7   8   9   9                      |
| 15:16:00 |      | 7  1  F |   6   5   5  12  10                      |
| 15:16:30 |      | 7  1  F |  10   7   5  11  12                      |
| 15:17:00 |      | 7  1  F |   8   9   5   7  13                      |
| 15:17:30 |      | 7  1  F |   3   9   7   9  13                      |
| 15:18:00 |      | 7  1  F |   2   7   7  15  10                      |
| 15:18:30 |      | 7  3  F |   5   6   4  18  11                      |
| 15:19:00 |      | 7  1  F |  11   5   4  15  14                      |
| 15:19:30 |      | 7  4  F |   9   8   6  11  19                      |
| 15:20:00 |      | 7  4  F |   4  13   8  12  22                      |
| 15:20:30 |      | 7  1  F |   5   8   7  14  15                      |
| 15:21:00 |      | 7  1  F |   7   8   5  14  14                      |
| 15:21:30 |      | 7  1  F |  10   8   6  11  16                      |
| 15:22:00 |      | 7  1  F |  11   7   6   8  14                      |
| 15:22:30 |      | 7  1  F |   6  12   8  10  14                      |
| 15:23:00 |      | 7  1  F |   2  10   9  13  10                      |
| 15:23:30 |      | 7  1  F |   3   5   5  15  10                      |
| 15:24:00 |      | 7  1  F |   9   5   3  14  13                      |
| 15:24:30 |      | 7  1  F |  12   7   3  11  15                      |
| 15:25:00 |      | 7  1  F |   6  12   7  11  15                      |
| 15:25:30 |      | 7  1  F |   4  10  11  12  14                      |
| 15:26:00 |      | 7  1  F |   3   7   7  15  11                      |
| 15:26:30 |      | 7  2  F |   7   6   3  17  13                      |
| 15:27:00 |      | 7  2  F |  10   4   3  15  17                      |
| 15:27:30 |      | 7  3  F |   5  10   5  10  18                      |
| 15:28:00 |      | 7  2  F |   4   9   8   8  17                      |
| 15:28:30 |      | 7  1  F |   5   5   5  11  13                      |
| 15:29:00 |      | 7  1  F |   6   7   4  13  10                      |
| 15:29:30 |      | 7  1  F |   5   5   6  12  12                      |
| 15:30:00 |      | 7  1  F |   3   8   6   9  15                      |
| 15:30:30 |      | 7  1  F |   3   6   4   9  14                      |
| 15:31:00 |      | 7  1  F |   5   4   3  14  11                      |
| 15:31:30 |      | 7  1  F |   9   5   3  14  12                      |
| 15:32:00 |      | 7  1  F |   6   9   5  12  14                      |
| 15:32:30 |      | 7  1  F |   3  12   8  12  16                      |
| 15:33:00 |      | 7  1  F |   6   7   7  11  14                      |
| 15:33:30 |      | 7  2  F |  12   6   5  13  13                      |
| 15:34:00 |      | 7  1  F |  12   9   6  13  12                      |
| 15:34:30 |      | 7  2  F |   7  13   8  10  13                      |
| 15:35:00 |      | 7  2  Z |   7  14  11  13  15                      |
| 15:35:30 |  1.4 | 1  1  Z |   7   9   9  16  14                      |
| 15:36:00 |  1.4 | 1  1  Z |   4   8   5  16  13                      |
| 15:36:30 |  1.4 | 1  1  Z |   2   8   6  15  14                      |
| 15:37:00 |  2.0 | 2  2  C |   1   6   4  14  17                      |
| 15:37:30 |  1.4 | 1  1  Z |   7   4   2  13  15                      |
| 15:38:00 |  1.4 | 1  1  Z |  11   6   3  11  15                      |
| 15:38:30 |  1.4 | 1  1  Z |   8  13   8  11  15                      |
| 15:39:00 |  1.4 | 1  1  Z |  11  12  11  12  16                      |
| 15:39:30 |  2.0 | 2  2  C |  10   9   8  17  13                      |
| 15:40:00 |  3.7 | 4  4  C |   5  15   8  20  13                      |
| 15:40:30 |  3.7 | 4  4  C |   3  13  10  19  18                      |
| 15:41:00 |  3.7 | 4  4  C |   5   6   9  20  19                      |
| 15:41:30 |  3.7 | 4  4  C |  10   5   4  19  20                      |
| 15:42:00 |  3.7 | 4  4  C |  10   8   4  15  22                      |
| 15:42:30 |  3.7 | 4  4  C |   5  12   8  11  23                      |
| 15:43:00 |  3.7 | 4  4  C |   5  10   9  13  22                      |
| 15:43:30 |  2.7 | 3  3  C |   6   7   6  18  15                      |
| 15:44:00 |  2.0 | 2  2  Z |   8   7   6  16  13                      |
| 15:44:30 |  2.0 | 2  2  Z |  13   7   5  13  17                      |
| 15:45:00 |  3.7 | 4  4  C |  10  14   6  12  19                      |
| 15:45:30 |  3.7 | 4  4  C |   8  14  11  11  19                      |
| 15:46:00 |  2.0 | 2  2  Z |   7  10   9  15  14                      |
| 15:46:30 |  3.7 | 4  4  C |   8  10   7  19  13                      |
| 15:47:00 |  3.7 | 4  4  C |  13   8   7  19  17                      |
| 15:47:30 |  2.7 | 3  3  Z |  10  11   7  17  18                      |
| 15:48:00 |  3.7 | 4  4  C |   5  13  10  17  19                      |
| 15:48:30 |  3.7 | 4  4  C |   5  10  10  17  19                      |
| 15:49:00 |  2.7 | 3  3  Z |   6   6   7  17  18                      |
| 15:49:30 |  2.7 | 3  3  Z |  12   6   5  17  17                      |
| 15:50:00 |  2.7 | 3  3  Z |   8  11   6  14  18                      |
| 15:50:30 |  2.0 | 2  2  Z |   2  12  10  12  16                      |
| 15:51:00 |  2.0 | 2  2  Z |   4   8   9  14  16                      |
| 15:51:30 |  2.7 | 3  3  Z |  12   5   4  18  15                      |
| 15:52:00 |  2.0 | 2  2  Z |  11   9   4  16  14                      |
| 15:52:30 |  2.7 | 3  3  Z |   5  17   8  11  16                      |
| 15:53:00 |  2.7 | 3  3  C |   6  12  10  10  18                      |
| 15:53:30 |  2.0 | 2  2  Z |   7   6   7  17  16                      |
| 15:54:00 |  3.7 | 4  4  C |  10   7   5  20  12                      |
| 15:54:30 |  2.0 | 2  2  Z |   8  10   6  16  16                      |
| 15:55:00 |  3.7 | 4  4  C |   3  11  10  12  19                      |
| 15:55:30 |  2.7 | 3  3  C |   4   5   7  12  18                      |
| 15:56:00 |  1.4 | 1  1  Z |   5   4   3  15  16                      |
| 15:56:30 |  1.4 | 1  1  Z |  10   6   5  11  13                      |
| 15:57:00 |  1.4 | 1  1  Z |   9   8   5   8  14                      |
| 15:57:30 |  1.4 | 1  1  Z |   3  12   8   9  13                      |
| 15:58:00 |  1.4 | 1  1  Z |   3   9   8  10  11                      |
| 15:58:30 |  1.4 | 1  1  Z |   2   5   4  14  10                      |
| 15:59:00 |  1.4 | 1  1  Z |   7   3   3  12  11                      |
| 15:59:30 |  1.4 | 1  1  Z |   9   5   3   8  14                      |
| 16:00:00 |  1.4 | 1  1  Z |   5  10   6   6  13                      |
| 16:00:30 |  1.4 | 1  1  Z |   3   8   8  10  10                      |
| 16:01:00 |  1.4 | 1  1  Z |   5   5   6  14   9                      |
| 16:01:30 |  1.4 | 1  1  Z |  10   6   4  14  11                      |
| 16:02:00 |  1.4 | 1  1  Z |   7   8   6  13  14                      |
| 16:02:30 |  2.0 | 2  2  C |   4   8   7  12  17                      |
| 16:03:00 |  1.4 | 1  1  Z |   6   6   5  11  13                      |
| 16:03:30 |  1.4 | 1  1  Z |   5   8   5  11  11                      |
| 16:04:00 |  1.4 | 1  1  Z |   6   8   7  10  14                      |
| 16:04:30 |  1.4 | 1  1  Z |  10   7   5  13  11                      |
| 16:05:00 |  1.4 | 1  1  Z |   6  11   6  12  11                      |
| 16:05:30 |  1.4 | 1  1  Z |   3  11   9  10  14                      |
| 16:06:00 |  1.4 | 1  1  Z |   7   6   7  12  13                      |
| 16:06:30 |  2.0 | 2  2  Z |  11   7   4  17  12                      |
| 16:07:00 |  1.4 | 1  1  Z |  10  11   6  14  12                      |
| 16:07:30 |  2.0 | 2  2  Z |   5  14  11  10  17                      |
| 16:08:00 |  2.7 | 3  3  C |   6  10  12  16  18                      |
| 16:08:30 |  3.7 | 4  4  C |   4   7   8  20  14                      |
| 16:09:00 |  3.7 | 4  4  C |   6   7   6  22  16                      |
| 16:09:30 |  3.7 | 4  4  C |  10   6   5  22  18                      |
| 16:10:00 |  3.7 | 4  4  C |   6   9   6  18  20                      |
| 16:10:30 |  3.7 | 4  4  C |   8  11   9   9  21                      |
| 16:11:00 |  3.7 | 4  4  C |   9   9   6  10  20                      |
| 16:11:30 |  2.7 | 3  3  Z |  11   9   7  16  14                      |
| 16:12:00 |  2.0 | 2  2  Z |   8  11   8  13  13                      |
| 16:12:30 |  2.7 | 3  3  Z |   2  11   9  14  17                      |
| 16:13:00 |  2.0 | 2  2  Z |   7   7   8  16  15                      |
| 16:13:30 |  2.7 | 3  3  C |   9   7   4  18  15                      |
| 16:14:00 |  2.7 | 3  3  Z |   9   9   7  14  17                      |
| 16:14:30 |  2.7 | 3  3  C |   9  11   8  10  18                      |
| 16:15:00 |  2.0 | 2  2  Z |   3  13  10  13  16                      |
| 16:15:30 |  1.4 | 1  1  Z |   4   9  12  15  13                      |
| 16:16:00 |  2.7 | 3  3  C |   6   6   6  18  14                      |
| 16:16:30 |  2.7 | 3  3  C |   9   7   5  18  17                      |
| 16:17:00 |  2.7 | 3  3  C |  10  11   5  13  18                      |
| 16:17:30 |  3.7 | 4  4  C |   5  13   8  13  19                      |
| 16:18:00 |  2.7 | 3  3  C |   3   9  12  13  18                      |
| 16:18:30 |  1.4 | 1  1  Z |   4   6   8  16  16                      |
| 16:19:00 |  2.7 | 3  3  C |   8   5   4  18  14                      |
| 16:19:30 |  2.0 | 2  2  Z |  14   6   3  15  15                      |
| 16:20:00 |  3.7 | 4  4  C |  10  13   4  10  20                      |
| 16:20:30 |  3.7 | 4  4  C |   4  15  11  10  21                      |
| 16:21:00 |  2.0 | 2  2  Z |   3  11  13  13  15                      |
| 16:21:30 |  3.7 | 4  4  C |   9   6   7  19  12                      |
| 16:22:00 |  3.7 | 4  4  C |  12   6   4  21  12                      |
| 16:22:30 |  2.7 | 3  3  Z |   7  13   6  17  16                      |
| 16:23:00 |  3.7 | 4  4  C |   3  13  10  14  22                      |
| 16:23:30 |  3.7 | 4  4  C |   3   7   8  14  21                      |
| 16:24:00 |  3.7 | 4  4  C |   7   5   4  18  20                      |
| 16:24:30 |  3.7 | 4  4  C |   8   8   5  15  19                      |
| 16:25:00 |  2.0 | 2  2  C |   5  10   8  11  17                      |
| 16:25:30 |  2.7 | 3  3  C |   3   6   7  13  18                      |
| 16:26:00 |  1.4 | 1  1  Z |   6   5   6  12  14                      |
| 16:26:30 |  1.4 | 1  1  Z |  10   6   4  10  14                      |
| 16:27:00 |  1.4 | 1  1  Z |   6  10   5  13  14                      |
| 16:27:30 |  1.4 | 1  1  Z |   4  12  11  14  12                      |
| 16:28:00 |  1.4 | 1  1  Z |   6   5   8  14  14                      |
| 16:28:30 |  3.7 | 4  4  C |   6   6   4  20  13                      |
| 16:29:00 |  2.0 | 2  2  C |   8   8   6  17  14                      |
| 16:29:30 |  3.7 | 4  4  C |  10   7   6  12  19                      |
| 16:30:00 |  3.7 | 4  4  C |   4  12   7  13  19                      |
| 16:30:30 |  2.7 | 3  3  C |   4   9   9  11  18                      |
| 16:31:00 |  1.4 | 1  1  Z |   4   5   6  14  14                      |
| 16:31:30 |  2.0 | 2  2  Z |   7   6   4  12  13                      |
| 16:32:00 |  1.4 | 1  1  Z |  12   6   3  10  15                      |
| 16:32:30 |  1.4 | 1  1  Z |   7  11   5  10  14                      |
| 16:33:00 |  1.4 | 1  1  Z |   2  14  12   7  12                      |
| 16:33:30 |  1.4 | 1  1  Z |   3   8  10  14  12                      |
| 16:34:00 |  3.7 | 4  4  C |   8   4   3  23   9                      |
| 16:34:30 |  5.4 | 5  5  C |  10   5   2  24  12                      |
| 16:35:00 |  2.0 | 2  2  C |   4  12   7  14  17                      |
| 16:35:30 |  2.7 | 3  3  C |   4  10   9   9  18                      |
| 16:36:00 |  2.0 | 2  2  C |   6   4   4  15  17                      |
| 16:36:30 |  1.4 | 1  1  Z |   8   6   4  13  15                      |
| 16:37:00 |  2.0 | 2  2  C |   8   9   5   8  17                      |
| 16:37:30 |  2.0 | 2  2  Z |   4  11   8  10  16                      |
| 16:38:00 |  1.4 | 1  1  Z |   5   9  10  12  12                      |
| 16:38:30 |  2.0 | 2  2  Z |   7   7   7  15  13                      |
| 16:39:00 |  2.7 | 3  3  C |   9   8   6  18  13                      |
| 16:39:30 |  1.4 | 1  1  Z |   7  11   7  15  16                      |
| 16:40:00 |  3.7 | 4  4  C |   3  11   8  12  21                      |
| 16:40:30 |  2.7 | 3  3  C |   5   7   8  15  18                      |
| 16:41:00 |  2.0 | 2  2  Z |   7   8   5  17  14                      |
| 16:41:30 |  2.0 | 2  2  Z |  11   8   6  14  15                      |
| 16:42:00 |  2.0 | 2  2  Z |   8   7   7  14  17                      |
| 16:42:30 |  2.7 | 3  3  Z |   3  11   5  15  16                      |
| 16:43:00 |  2.7 | 3  3  C |   9  10   7  13  18                      |
| 16:43:30 |  3.7 | 4  4  C |   9   9   8  12  20                      |
| 16:44:00 |  2.7 | 3  3  Z |   8  10   9  13  14                      |
| 16:44:30 |  2.7 | 3  3  Z |  10   8   8  16  12                      |
| 16:45:00 |  3.7 | 4  4  C |   5  12   7  19  12                      |
| 16:45:30 |  3.7 | 4  4  C |   3  11   7  19  17                      |
| 16:46:00 |  3.7 | 4  4  C |   4   5   5  18  20                      |
| 16:46:30 |  3.7 | 4  4  C |   6   4   4  16  19                      |
| 16:47:00 |  3.7 | 4  4  C |  12   5   3  13  19                      |
| 16:47:30 |  3.7 | 4  4  C |   9  11   5  10  19                      |
| 16:48:00 |  1.4 | 1  1  Z |   6  13  10   8  16                      |
| 16:48:30 |  1.4 | 1  1  Z |   6   8   8  12  12                      |
| 16:49:00 |  3.7 | 4  4  C |   7   7   6  19  10                      |
| 16:49:30 |  2.0 | 2  2  Z |  12   8   7  16  13                      |
| 16:50:00 |  3.7 | 4  4  C |   9  13   7  11  19                      |
| 16:50:30 |  3.7 | 4  4  C |   4  13  11  12  19                      |
| 16:51:00 |  2.0 | 2  2  Z |   6   8  10  16  14                      |
| 16:51:30 |  3.7 | 4  4  C |   7   6   4  20  13                      |
| 16:52:00 |  2.0 | 2  2  Z |   7   9   6  17  16                      |
| 16:52:30 |  3.7 | 4  4  C |   6   9   8  11  19                      |
| 16:53:00 |  3.7 | 4  4  C |   4   7   6  14  20                      |
| 16:53:30 |  2.0 | 2  2  C |   5   7   6  17  16                      |
| 16:54:00 |  2.0 | 2  2  Z |   9   7   6  16  16                      |
| 16:54:30 |  3.7 | 4  4  C |   9   7   5  15  20                      |
| 16:55:00 |  3.7 | 4  4  C |   4  11   7  12  19                      |
| 16:55:30 |  3.7 | 4  4  C |   4   9   9  10  19                      |
| 16:56:00 |  2.7 | 3  3  Z |   6   7   6  14  15                      |
| 16:56:30 |  2.7 | 3  3  Z |  11   6   5  16  12                      |
| 16:57:00 |  2.7 | 3  3  Z |  12   8   5  14  14                      |
| 16:57:30 |  2.7 | 3  3  Z |   5  14   8  11  18                      |
| 16:58:00 |  3.7 | 4  4  C |   5  12  11  10  19                      |
| 16:58:30 |  2.7 | 3  3  Z |   5   7   7  16  15                      |
| 16:59:00 |  3.7 | 4  4  Z |  10   7   5  18  14                      |
| 16:59:30 |  3.7 | 4  4  Z |  14   8   6  16  16                      |
| 17:00:00 |  3.7 | 4  4  C |   7  13   6  14  19                      |
| 17:00:30 |  3.7 | 4  4  C |   6  13  11  12  19                      |
| 17:01:00 |  2.7 | 3  3  C |   7   9  11  14  18                      |
| 17:01:30 |  3.7 | 4  4  C |   8   7   8  19  15                      |
| 17:02:00 |  2.7 | 3  3  C |   7   8   7  18  15                      |
| 17:02:30 |  2.7 | 3  3  C |   5  10   6  14  18                      |
| 17:03:00 |  3.7 | 4  4  C |   6   7   7  16  19                      |
| 17:03:30 |  1.4 | 1  1  Z |   5   6   5  15  16                      |
| 17:04:00 |  2.0 | 2  2  C |   8   7   6  12  17                      |
| 17:04:30 |  2.0 | 2  2  C |  10   8   6  11  17                      |
| 17:05:00 |  1.4 | 1  1  Z |   5  11   7  10  13                      |
| 17:05:30 |  2.0 | 2  2  Z |   6   9   9  11  13                      |
| 17:06:00 |  2.7 | 3  3  Z |   9   8   6  13  14                      |
| 17:06:30 |  2.7 | 3  3  Z |  12   9   7  14  13                      |
| 17:07:00 |  2.7 | 3  3  Z |  11  11  10  13  14                      |
| 17:07:30 |  3.7 | 4  4  Z |   7  15  10  14  17                      |
| 17:08:00 |  2.7 | 3  3  Z |   7  11  10  16  15                      |
| 17:08:30 |  2.7 | 3  3  Z |   7   8   8  16  16                      |
| 17:09:00 |  3.7 | 4  4  Z |   8   8   7  17  19                      |
| 17:09:30 |  2.7 | 3  3  Z |  11   7   7  18  17                      |
| 17:10:00 |  2.7 | 3  3  Z |   8  13   6  15  14                      |
| 17:10:30 |  2.7 | 3  3  Z |   8  13  11  12  18                      |
| 17:11:00 |  3.7 | 4  4  C |   8   9  10  15  20                      |
| 17:11:30 |  2.7 | 3  3  C |   6   9   7  18  16                      |
| 17:12:00 |  2.0 | 2  2  Z |   6   9   8  17  14                      |
| 17:12:30 |  2.0 | 2  2  Z |   4   8   7  17  17                      |
| 17:13:00 |  3.7 | 4  4  C |   4   6   6  15  19                      |
| 17:13:30 |  3.7 | 4  4  C |   4   7   5  13  21                      |
| 17:14:00 |  3.7 | 4  4  C |   8   7   5  11  21                      |
| 17:14:30 |  3.7 | 4  4  C |  10   7   5  11  20                      |
| 17:15:00 |  3.7 | 4  4  C |   4  10   9  12  19                      |
| 17:15:30 |  2.0 | 2  2  Z |   4   9  10  12  15                      |
| 17:16:00 |  2.7 | 3  3  Z |   8   6   5  13  12                      |
| 17:16:30 |  3.7 | 4  4  Z |  11   6   5  14  13                      |
| 17:17:00 |  3.7 | 4  4  Z |  13  10   7  12  15                      |
| 17:17:30 |  3.7 | 4  4  Z |   7  14   9  11  15                      |
| 17:18:00 |  2.7 | 3  3  Z |   5  12  12  14  13                      |
| 17:18:30 |  2.7 | 3  3  Z |   4   8   9  16  12                      |
| 17:19:00 |  3.7 | 4  4  Z |   7   6   6  16  14                      |
| 17:19:30 |  2.7 | 3  3  Z |  12   6   4  15  16                      |
| 17:20:00 |  2.7 | 3  3  Z |   7  11   6  11  17                      |
| 17:20:30 |  2.0 | 2  2  Z |   5  12  11   9  17                      |
| 17:21:00 |  2.0 | 2  2  Z |   5   8   8  14  13                      |
| 17:21:30 |  3.7 | 4  4  C |   8   7   6  20   9                      |
| 17:22:00 |  3.7 | 4  4  C |  10   7   5  19  12                      |
| 17:22:30 |  2.7 | 3  3  Z |   6  11   6  14  18                      |
| 17:23:00 |  3.7 | 4  4  C |   5  10  10  11  20                      |
| 17:23:30 |  2.7 | 3  3  Z |   8   6   8  14  16                      |
| 17:24:00 |  2.7 | 3  3  Z |  10   8   5  15  14                      |
| 17:24:30 |  2.0 | 2  2  Z |   6  12   6  13  12                      |
| 17:25:00 |  2.0 | 2  2  Z |   2  11   9  12  16                      |
| 17:25:30 |  3.7 | 4  4  C |   3   6   7  12  19                      |
| 17:26:00 |  1.4 | 1  1  Z |   4   5   4  12  15                      |
| 17:26:30 |  2.0 | 2  2  Z |   7   6   4  10  15                      |
| 17:27:00 |  2.0 | 2  2  Z |  12   7   4   9  13                      |
| 17:27:30 |  2.0 | 2  2  Z |   8  13   8   8  11                      |
| 17:28:00 |  1.4 | 1  1  Z |   7  12  11  11  10                      |
| 17:28:30 |  3.7 | 4  4  C |   6   7   8  19   8                      |
| 17:29:00 |  2.0 | 2  2  C |   6   7   5  17  11                      |
| 17:29:30 |  2.0 | 2  2  C |   6   8   4  12  17                      |
| 17:30:00 |  2.0 | 2  2  C |   3   9   5  10  17                      |
| 17:30:30 |  1.4 | 1  1  Z |   4   6   6  10  16                      |
| 17:31:00 |  1.4 | 1  1  Z |   4   6   4  11  12                      |
| 17:31:30 |  1.4 | 1  1  Z |   7   6   4   9  10                      |
| 17:32:00 |  1.4 | 1  1  Z |  10   7   4   9  12                      |
| 17:32:30 |  2.0 | 2  2  Z |   7  11   6  10  10                      |
| 17:33:00 |  2.0 | 2  2  Z |   6  10   9  10  10                      |
| 17:33:30 |  2.7 | 3  3  Z |   8   7   7  14  12                      |
| 17:34:00 |  2.7 | 3  3  Z |  11   9   5  17  12                      |
| 17:34:30 |  2.7 | 3  3  Z |   8  12   8  17  13                      |
| 17:35:00 |  2.0 | 2  2  Z |   3  12  11  14  16                      |
| 17:35:30 |  2.7 | 3  3  C |   5   8   8  16  18                      |
| 17:36:00 |  2.7 | 3  3  C |   4   7   5  18  16                      |
| 17:36:30 |  1.4 | 1  1  Z |   6   7   7  13  16                      |
| 17:37:00 |  2.7 | 3  3  C |  11   5   5  13  18                      |
| 17:37:30 |  2.0 | 2  2  C |   6  11   5  13  17                      |
| 17:38:00 |  1.4 | 1  1  Z |   2  12  10  10  16                      |
| 17:38:30 |  1.4 | 1  1  Z |   2   7   7  12  14                      |
| 17:39:00 |  2.0 | 2  2  C |   6   5   3  17  13                      |
| 17:39:30 |  1.4 | 1  1  Z |   9   4   2  16  15                      |
| 17:40:00 |  2.0 | 2  2  C |   5  11   5  10  17                      |
| 17:40:30 |  3.7 | 4  4  C |   4  10   8   8  19                      |
| 17:41:00 |  1.4 | 1  1  Z |   7   5   6  14  14                      |
| 17:41:30 |  1.4 | 1  1  Z |   9   6   4  14  12                      |
| 17:42:00 |  2.0 | 2  2  C |   5  11   8  10  17                      |
| 17:42:30 |  2.0 | 2  2  C |   4  10   9  11  17                      |
| 17:43:00 |  1.4 | 1  1  Z |   3   5   5  15  13                      |
| 17:43:30 |  2.7 | 3  3  C |   3   5   4  18  11                      |
| 17:44:00 |  1.4 | 1  1  Z |   7   7   5  14  14                      |
| 17:44:30 |  2.7 | 3  3  C |   9   8   4  11  18                      |
| 17:45:00 |  2.7 | 3  3  C |   6  12   7  11  18                      |
| 17:45:30 |  1.4 | 1  1  Z |   4  10  10   9  14                      |
