                    Ramp 3C6 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 17:24:00 | 14.5 | 5  4  Z |  17  17  16  17  16   0*                 |
| 17:24:30 | 10.8 | 4  4  Z |  16  18  16  15  15   0*                 |
| 17:25:00 | 10.8 | 4  4  Z |  14  17  19  15  13   0*                 |
| 17:25:30 | 10.8 | 4  5  Z |  12  15  17  18  13   0*                 |
| 17:26:00 | 14.5 | 5  6  Z |  15  13  13  16  13   0*                 |
| 17:26:30 | 18.0 | 6  5  Z |  17  17  11  13  13   0*                 |
| 17:27:00 | 14.5 | 5  5  Z |  15  20  14  13  12   0*                 |
| 17:27:30 | 14.5 | 5  6  Z |  16  17  18  16  14   0*                 |
| 17:28:00 | 14.5 | 5  5  Z |  16  16  16  17  17   0*                 |
| 17:28:30 | 10.8 | 4  4  Z |  15  16  17  15  14   0*                 |
| 17:29:00 | 14.5 | 5  5  Z |  14  16  17  16  13   0*                 |
| 17:29:30 | 14.5 | 5  5  Z |  15  14  15  19  15   0*                 |
| 17:30:00 | 14.5 | 5  5  Z |  16  16  14  17  13   0*                 |
| 17:30:30 | 14.5 | 5  5  Z |  18  18  16  14  13   0*                 |
| 17:31:00 | 14.5 | 5  5  Z |  20  19  17  15  16   0*                 |
| 17:31:30 | 14.5 | 5  4  Z |  20  20  16  16  15   0*                 |
| 17:32:00 | 14.5 | 5  5  Z |  20  17  16  16  15   0*                 |
| 17:32:30 | 10.8 | 4  4  Z |  19  18  14  16  14   0*                 |
| 17:33:00 | 10.8 | 4  4  C |  18  20  15  13  12   0*                 |
| 17:33:30 | 10.8 | 4  4  Z |  19  19  19  15  15   0*                 |
| 17:34:00 | 10.8 | 4  4  Z |  18  19  17  18  15   0*                 |
| 17:34:30 | 10.8 | 4  4  Z |  16  18  17  17  14   0*                 |
| 17:35:00 | 10.8 | 4  4  Z |  15  17  17  17  15   0*                 |
| 17:35:30 | 10.8 | 4  4  Z |  15  18  16  18  17   0*                 |
| 17:36:00 | 10.8 | 4  4  Z |  17  17  16  16  16   0*                 |
| 17:36:30 |  8.5 | 3  3  Z |  18  17  16  15  15   0*                 |
| 17:37:00 |  8.5 | 3  4  Z |  16  20  16  16  14   0*                 |
| 17:37:30 | 10.8 | 4  4  Z |  15  19  17  16  15   0*                 |
| 17:38:00 | 10.8 | 4  4  Z |  17  17  18  17  17   0*                 |
| 17:38:30 | 10.8 | 4  5  Z |  18  17  18  18  17   0*                 |
| 17:39:00 | 10.8 | 4  4  C |  14  20  16  16  18   0*                 |
| 17:39:30 | 10.8 | 4  4  Z |  14  19  15  14  16   0*                 |
| 17:40:00 | 10.8 | 4  5  Z |  14  15  17  15  15   0*                 |
| 17:40:30 | 14.5 | 5  4  Z |  13  14  16  18  16   0*                 |
| 17:41:00 | 10.8 | 4  4  Z |  15  14  14  16  15   0*                 |
| 17:41:30 | 10.8 | 4  4  Z |  16  14  12  14  15   0*                 |
| 17:42:00 | 10.8 | 4  5  Z |  16  19  12  12  12   0*                 |
| 17:42:30 | 14.5 | 5  5  Z |  18  26  14  12  10   0*                 |
| 17:43:00 | 14.5 | 5  5  C |  17  25  16  15  12   0*                 |
| 17:43:30 | 14.5 | 5  4  Z |  17  20  18  15  12   0*                 |
| 17:44:00 | 10.8 | 4  5  Z |  16  19  19  19  17   0*                 |
| 17:44:30 | 14.5 | 5  5  Z |  16  17  18  19  20   0*                 |
| 17:45:00 | 14.5 | 5  4  Z |  15  17  18  17  16   0*                 |
| 17:45:30 | 10.8 | 4  4  Z |  13  17  16  19  14   0*                 |
| 17:46:00 | 10.8 | 4  4  Z |  16  14  15  19  17   0*                 |
| 17:46:30 | 10.8 | 4  4  Z |  15  17  13  15  16   0*                 |
| 17:47:00 | 10.8 | 4  5  Z |  14  19  13  12  16   0*                 |
| 17:47:30 | 14.5 | 5  5  Z |  14  17  16  12  13   0*                 |
| 17:48:00 | 14.5 | 5  4  Z |  14  15  18  16  14   0*                 |
| 17:48:30 | 10.8 | 4  5  Z |  17  15  15  18  17   0*                 |
| 17:49:00 | 14.5 | 5  5  Z |  16  17  14  16  18   0*                 |
| 17:49:30 | 14.5 | 5  4  Z |  16  15  15  14  14   0*                 |
| 17:50:00 | 10.8 | 4  3  Z |  18  17  14  15  14   0*                 |
| 17:50:30 |  8.5 | 3  4  Z |  16  20  15  13  15   0*                 |
| 17:51:00 | 10.8 | 4  5  Z |  16  17  17  14  12   0*                 |
| 17:51:30 | 14.5 | 5  4  Z |  15  16  15  18  11   0*                 |
| 17:52:00 | 10.8 | 4  3  Z |  14  17  14  18  15   0*                 |
| 17:52:30 |  8.5 | 3  3  C |  14  15  15  16  18   0*                 |
| 17:53:00 |  8.5 | 3  2  Z |  15  14  15  17  17   0*                 |
| 17:53:30 |  6.9 | 2  4  Z |  16  16  13  16  15   0*                 |
| 17:54:00 | 10.8 | 4  3  Z |  15  16  15  13  14   0*                 |
| 17:54:30 |  8.5 | 3  3  Z |  16  16  18  15  10   0*                 |
| 17:55:00 |  8.5 | 3  4  Z |  16  16  16  18  14   0*                 |
| 17:55:30 | 10.8 | 4  4  C |  12  17  16  15  20   0*                 |
| 17:56:00 | 10.8 | 4  4  Z |  11  14  17  15  16   0*                 |
| 17:56:30 | 10.8 | 4  4  Z |  14  13  13  17  14   0*                 |
| 17:57:00 | 10.8 | 4  2  Z |  12  15  10  13  16   0*                 |
| 17:57:30 |  6.9 | 2  2  Z |  12  13  13   9  12   0*                 |
| 17:58:00 |  6.9 | 2  3  Z |  13  13  13  14   8   0*                 |
| 17:58:30 |  8.5 | 3  3  Z |  13  14  12  14  12   0*                 |
| 17:59:00 |  8.5 | 3  3  Z |  17  14  13  13  12   0*                 |
| 17:59:30 |  8.5 | 3  3  C |  18  18  13  13  11   0*                 |
| 18:00:00 |  8.5 | 3  3  C |  12  18  15  11  12   0*                 |
| 18:00:30 |  8.5 | 3  2  C |  11  12  17  15  11   0*                 |
| 18:01:00 |  6.9 | 2  2  Z |  16  13  12  16  15   0*                 |
| 18:01:30 |  6.9 | 2  4  Z |  17  17  12  12  16   0*                 |
| 18:02:00 | 10.8 | 4  4  Z |  14  18  14  13  12   0*                 |
| 18:02:30 | 10.8 | 4  3  Z |  10  16  16  15  11   0*                 |
| 18:03:00 |  8.5 | 3  1  Z |   9  12  16  16  14   0*                 |
| 18:03:30 |  5.7 | 1  2  D |  12  10  10  14  17   0*                 |
| 18:04:00 |  5.7 | 1  1  D |  13  15   8  10  16   0*                 |
| 18:04:30 |  5.7 | 1  3  D |  13  15  12   8  10   0*                 |
| 18:05:00 |  5.7 | 1  3  D |  15  13  15  12   8   0*                 |
| 18:05:30 |  5.7 | 1  2  D |  17  15  14  16  10   0*                 |
| 18:06:00 |  5.7 | 1  3  D |  17  18  14  14  13   0*                 |
| 18:06:30 |  5.7 | 1  4  D |  14  21  14  13  12   0*                 |
| 18:07:00 |  5.7 | 1  4  D |  14  19  17  14  11   0*                 |
| 18:07:30 |  5.7 | 1  2  D |  16  16  16  17  10   0*                 |
| 18:08:00 |  5.7 | 1  2  D |  15  17  13  16  15   0*                 |
| 18:08:30 |  5.7 | 1  2  D |  13  16  15  13  17   0*                 |
| 18:09:00 |  5.7 | 1  4  D |   9  13  14  15  12   0*                 |
| 18:09:30 |  5.7 | 1  2  D |  10  11  10  15  13   0*                 |
| 18:10:00 |  5.7 | 1  2  D |  13  11   8  10  13   0*                 |
| 18:10:30 |  5.7 | 1  2  D |   9  13   9   9   9   0*                 |
| 18:11:00 |  5.7 | 1  3  D |  10  10  13  13   7   0*                 |
| 18:11:30 |  5.7 | 1  2  D |  15  11   9  13   9   0*                 |
| 18:12:00 |  5.7 | 1  3  D |  17  16  10   9   7   0*                 |
| 18:12:30 |  5.7 | 1  3  D |  16  17  16  11   9   0*                 |
| 18:13:00 |  5.7 | 1  4  D |  15  17  15  17  17   0*                 |
| 18:13:30 |  5.7 | 1  2  D |  15  17  13  15  16   0*                 |
| 18:14:00 |  5.7 | 1  1  D |  14  16  13  12  13   0*                 |
| 18:14:30 |  5.7 | 1  1  D |  15  14  14  12  12   0*                 |
| 18:15:00 |      | 7  2  F |  15  16  14  16  14   0*                 |
| 18:15:30 |      | 7  2  F |  12  17  13  16  14   0*                 |
| 18:16:00 |      | 7  2  F |  13  16  14  14  12   0*                 |
| 18:16:30 |      | 7  3  F |  14  16  14  17  15   0*                 |
| 18:17:00 |      | 7  3  F |  15  17  14  14  14   0*                 |
| 18:17:30 |      | 7  4  F |  17  17  15  14  12   0*                 |
| 18:18:00 |      | 7  4  F |  14  19  15  16  15   0*                 |
| 18:18:30 |      | 7  2  F |  13  17  16  16  14   0*                 |
| 18:19:00 |      | 7  2  F |  11  15  17  16  13   0*                 |
| 18:19:30 |      | 7  2  F |  10  13  15  17  16   0*                 |
| 18:20:00 |      | 7  3  F |  14  12  12  17  16   0*                 |
| 18:20:30 |      | 7  2  F |  15  16  12  13  11   0*                 |
| 18:21:00 |      | 7  2  F |  15  16  14  12  10   0*                 |
| 18:21:30 |      | 7  3  F |  13  16  12  15  14   0*                 |
| 18:22:00 |      | 7  2  F |   8  14  13  12  14   0*                 |
| 18:22:30 |      | 7  1  F |  10   9  14  13  12   0*                 |
| 18:23:00 |      | 7  1  F |  16  10   9  13  11   0*                 |
| 18:23:30 |      | 7  3  F |  18  18   7   9   7   0*                 |
| 18:24:00 |      | 7  4  F |  11  20  14   9   7   0*                 |
| 18:24:30 |      | 7  2  F |  10  14  17  14  11   0*                 |
| 18:25:00 |      | 7  3  F |  10  12  14  18  16   0*                 |
| 18:25:30 |      | 7  1  F |  12  12  11  14  15   0*                 |
| 18:26:00 |      | 7  2  F |  14  12   9  11  10   0*                 |
| 18:26:30 |      | 7  3  F |  12  15  12  10   9   0*                 |
| 18:27:00 |      | 7  1  F |  12  13  13  11  10   0*                 |
| 18:27:30 |      | 7  1  F |  11  13  11  12  10   0*                 |
| 18:28:00 |      | 7  1  F |  11  12  11  12  10   0*                 |
| 18:28:30 |      | 7  2  F |  12  11  10  12  10   0*                 |
| 18:29:00 |      | 7  2  F |  11  13  11  10   8   0*                 |
| 18:29:30 |      | 7  1  F |   8  13  11  11   8   0*                 |
| 18:30:00 |      | 7  2  F |  13  10  10  13  10   0*                 |
+----------+------+---------+------------------------------------------+
