                    Ramp 3B6 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 14:50:30 |      | 7  3  F |  18  12  10  13   8                      |
| 14:51:00 |      | 7  5  F |  12  15  11  12   8                      |
| 14:51:30 |      | 7  4  F |   9  12  14  15  10                      |
| 14:52:00 |      | 7  2  F |  12   9  14  17  12                      |
| 14:52:30 |      | 7  2  F |  11   8  12  15  12                      |
| 14:53:00 |      | 7  1  F |  13   9  12  13  12                      |
| 14:53:30 |      | 7  1  F |  15  12  12  16  12                      |
| 14:54:00 |      | 7  2  F |  14  11  11  17  11                      |
| 14:54:30 |      | 7  1  F |  15   9  12  14  11                      |
| 14:55:00 |      | 7  1  F |  13  10  13  15  12                      |
| 14:55:30 |      | 7  1  F |  12  11  12  16  12                      |
| 14:56:00 |      | 7  1  F |  11   9  12  14  12                      |
| 14:56:30 |      | 7  1  F |  10   7  13  15  11                      |
| 14:57:00 |      | 7  1  F |  12   6  12  15  10                      |
| 14:57:30 |      | 7  1  F |  12   7   8  14   8                      |
| 14:58:00 |      | 7  1  F |  10  11   8  12   7                      |
| 14:58:30 |      | 7  1  F |  10   9  11  10   7                      |
| 14:59:00 |      | 7  1  F |  11   6  10  14   8                      |
| 14:59:30 |      | 7  1  F |  11   7   9  15  10                      |
| 15:00:00 |      | 7  1  F |   9   8   9  13  10                      |
| 15:00:30 |      | 7  1  F |   9  10  10  12   9                      |
| 15:01:00 |      | 7  1  F |  11   7  11  13  10                      |
| 15:01:30 |      | 7  2  F |  15   7   8  17   9                      |
| 15:02:00 |      | 7  1  F |  14  11   8  14   7                      |
| 15:02:30 |      | 7  1  F |  10  11  12  11   9                      |
| 15:03:00 |      | 7  1  F |  13   9  16  14  13                      |
| 15:03:30 |      | 7  4  F |  12  10  13  19  14                      |
| 15:04:00 |      | 7  2  F |  10  10   9  16   9                      |
| 15:04:30 |      | 7  1  F |  10   9  12  12  10                      |
| 15:05:00 |      | 7  5  F |  11   8  12  15  13                      |
| 15:05:30 |      | 7  4  F |  15   9  11  16  13                      |
| 15:06:00 |      | 7  2  F |  17  10  12  16  13                      |
| 15:06:30 |      | 7  3  F |  17  11  13  18  13                      |
| 15:07:00 |      | 7  4  F |  17  12  13  19  12                      |
| 15:07:30 |      | 7  3  F |  16  13  14  18  11                      |
| 15:08:00 |      | 7  2  F |  17  14  15  17  12                      |
| 15:08:30 |      | 7  4  F |  17  13  17  19  14                      |
| 15:09:00 |      | 7  4  F |  17  13  16  22  15                      |
| 15:09:30 |      | 7  4  C |  16  14  16  20  15                      |
| 15:10:00 | 15.5 | 4  4  Z |  13  14  17  20  15                      |
| 15:10:30 | 18.0 | 5  5  Z |  11  10  18  22  18                      |
| 15:11:00 | 18.0 | 5  5  Z |  14   8  15  24  17                      |
| 15:11:30 | 15.5 | 4  4  Z |  15   9  10  18  12                      |
| 15:12:00 | 15.5 | 4  4  Z |  15  10  10  16  11                      |
| 15:12:30 | 12.4 | 3  3  Z |  14  13  12  18  13                      |
| 15:13:00 | 12.4 | 3  3  Z |  13  10  14  17  13                      |
| 15:13:30 | 15.5 | 4  4  Z |  17   8  14  17  11                      |
| 15:14:00 | 18.0 | 6  6  Z |  21  10  12  18  13                      |
| 15:14:30 | 18.0 | 6  6  Z |  21  15  12  19  15                      |
| 15:15:00 | 18.0 | 5  5  Z |  16  16  15  21  16                      |
| 15:15:30 | 15.5 | 4  4  C |  15  14  17  22  17                      |
| 15:16:00 | 15.5 | 4  4  C |  16  13  17  20  17                      |
| 15:16:30 | 15.5 | 4  4  C |  15  12  18  20  15                      |
| 15:17:00 | 15.5 | 4  4  Z |  15  11  16  22  14                      |
| 15:17:30 | 15.5 | 4  4  C |  18  12  13  21  15                      |
| 15:18:00 | 15.5 | 4  4  C |  18  13  14  19  14                      |
| 15:18:30 | 15.5 | 4  4  C |  14  15  15  20  14                      |
| 15:19:00 | 18.0 | 5  5  Z |  11  12  17  21  15                      |
| 15:19:30 | 18.0 | 6  6  Z |  13   9  17  22  16                      |
| 15:20:00 | 18.0 | 6  6  Z |  12   9  13  23  18                      |
| 15:20:30 | 15.5 | 4  4  Z |  12  10  10  19  17                      |
| 15:21:00 | 15.5 | 4  4  Z |  18   9  10  15  11                      |
| 15:21:30 | 18.0 | 6  6  Z |  16  11  11  13  10                      |
| 15:22:00 | 15.5 | 4  4  Z |  14  12  13  15  11                      |
| 15:22:30 | 15.5 | 4  4  Z |  12   9  15  17  11                      |
| 15:23:00 | 15.5 | 4  4  C |  12   9  13  20  15                      |
| 15:23:30 | 12.4 | 3  3  C |  14   8  11  18  15                      |
| 15:24:00 | 12.4 | 3  3  Z |  15  10  10  17  12                      |
| 15:24:30 | 18.0 | 5  5  Z |  15  12   9  15  12                      |
| 15:25:00 | 10.1 | 2  2  Z |  14  13  13  14  10                      |
| 15:25:30 | 15.5 | 4  4  C |  15  13  17  19  10                      |
| 15:26:00 | 15.5 | 4  4  C |  16  11  17  22  13                      |
| 15:26:30 | 18.0 | 5  5  C |  14  13  16  25  15                      |
| 15:27:00 | 18.0 | 5  5  C |  14  12  16  26  15                      |
| 15:27:30 | 18.0 | 5  5  Z |  13  12  17  24  16                      |
| 15:28:00 | 18.0 | 5  5  C |  13  10  15  27  17                      |
| 15:28:30 | 18.0 | 5  5  C |  19  10  12  25  15                      |
| 15:29:00 | 15.5 | 4  4  C |  19  13  12  18  14                      |
| 15:29:30 | 12.4 | 3  3  Z |  18  14  15  16  14                      |
| 15:30:00 | 15.5 | 4  4  Z |  19  15  17  20  13                      |
| 15:30:30 | 15.5 | 4  4  C |  15  17  17  22  14                      |
| 15:31:00 | 15.5 | 4  4  C |  14  14  20  20  15                      |
| 15:31:30 | 15.5 | 4  4  C |  17  10  19  22  14                      |
| 15:32:00 | 15.5 | 4  4  Z |  15  11  14  21  17                      |
| 15:32:30 | 18.0 | 5  5  Z |  13  12  12  18  15                      |
| 15:33:00 | 18.0 | 5  5  Z |  12  13  15  18  12                      |
| 15:33:30 | 15.5 | 4  4  Z |  15   9  15  18  12                      |
| 15:34:00 | 12.4 | 3  3  Z |  17  11  13  18  13                      |
| 15:34:30 | 18.0 | 5  5  Z |  16  15  11  17  14                      |
| 15:35:00 | 15.5 | 4  4  Z |  17  14  16  15  11                      |
| 15:35:30 | 15.5 | 4  4  C |  14  13  17  21  11                      |
| 15:36:00 | 18.0 | 5  5  C |  12  11  14  31  15                      |
| 15:36:30 | 18.0 | 5  5  C |  14   8  14  30  18                      |
| 15:37:00 | 15.5 | 4  4  Z |  16  10  12  22  19                      |
| 15:37:30 | 18.0 | 5  5  Z |  16  13  11  15  14                      |
| 15:38:00 | 15.5 | 4  4  Z |  14  13  13  14  10                      |
| 15:38:30 | 15.5 | 4  4  Z |  11  13  15  18  12                      |
| 15:39:00 | 15.5 | 4  4  Z |  13  10  16  20  15                      |
| 15:39:30 | 15.5 | 4  4  C |  16   9  14  21  15                      |
| 15:40:00 | 15.5 | 4  4  C |  15  13  13  19  16                      |
| 15:40:30 | 18.0 | 5  5  Z |  14  12  15  17  12                      |
| 15:41:00 | 18.0 | 6  6  Z |  16   8  16  20  10                      |
| 15:41:30 | 18.0 | 6  6  Z |  17   9  14  26  15                      |
| 15:42:00 | 18.0 | 6  6  Z |  17  12  10  27  18                      |
| 15:42:30 | 18.0 | 6  6  Z |  16  15  13  21  17                      |
| 15:43:00 | 18.0 | 5  5  Z |  13  15  15  19  15                      |
| 15:43:30 | 15.5 | 4  4  Z |  12  14  16  21  13                      |
| 15:44:00 | 15.5 | 4  4  C |  14  11  17  21  14                      |
| 15:44:30 | 18.0 | 5  5  Z |  15  10  14  22  16                      |
| 15:45:00 | 18.0 | 6  6  Z |  19  12  14  20  17                      |
| 15:45:30 | 18.0 | 6  6  Z |  18  15  13  20  14                      |
| 15:46:00 | 15.5 | 4  4  Z |  16  15  14  19  13                      |
| 15:46:30 | 15.5 | 4  4  C |  17  13  17  21  15                      |
| 15:47:00 | 18.0 | 5  5  Z |  15  15  16  24  16                      |
| 15:47:30 | 18.0 | 6  6  Z |  16  15  14  22  16                      |
| 15:48:00 | 18.0 | 5  5  Z |  16  13  17  20  15                      |
| 15:48:30 | 18.0 | 6  6  Z |  14  11  16  22  16                      |
| 15:49:00 | 18.0 | 6  6  Z |  14  10  14  23  18                      |
| 15:49:30 | 18.0 | 6  6  Z |  17  11  13  21  16                      |
| 15:50:00 | 18.0 | 6  6  Z |  18  12  13  18  13                      |
| 15:50:30 | 18.0 | 6  6  Z |  16  13  13  17  14                      |
| 15:51:00 | 18.0 | 5  5  Z |  16  12  14  19  14                      |
| 15:51:30 | 18.0 | 5  5  Z |  17  12  16  20  13                      |
| 15:52:00 | 18.0 | 5  5  Z |  17  12  15  20  13                      |
| 15:52:30 | 18.0 | 5  5  Z |  15  12  15  19  14                      |
| 15:53:00 | 18.0 | 6  6  Z |  15  12  16  18  13                      |
| 15:53:30 | 18.0 | 5  5  Z |  16  12  17  18  13                      |
| 15:54:00 | 15.5 | 4  4  C |  14  13  15  22  13                      |
| 15:54:30 | 18.0 | 5  5  Z |  13  13  15  23  15                      |
| 15:55:00 | 18.0 | 6  6  Z |  15  11  16  21  15                      |
| 15:55:30 | 18.0 | 6  6  Z |  18  12  14  19  14                      |
| 15:56:00 | 18.0 | 5  5  Z |  18  13  13  17  14                      |
| 15:56:30 | 12.4 | 3  3  Z |  15  14  14  17  12                      |
| 15:57:00 | 15.5 | 4  4  Z |  15  14  19  20  14                      |
| 15:57:30 | 15.5 | 4  4  Z |  16  11  19  21  16                      |
| 15:58:00 | 15.5 | 4  4  C |  16  12  12  22  15                      |
| 15:58:30 | 12.4 | 3  3  C |  15  13  11  18  14                      |
| 15:59:00 | 12.4 | 3  3  Z |  16  11  16  17  13                      |
| 15:59:30 | 15.5 | 4  4  Z |  16  12  16  22  13                      |
| 16:00:00 | 18.0 | 5  5  C |  14  12  13  24  16                      |
| 16:00:30 | 15.5 | 4  4  C |  15  12  14  22  18                      |
| 16:01:00 | 15.5 | 4  4  C |  15  13  16  22  16                      |
| 16:01:30 | 15.5 | 4  4  C |  16  13  15  22  15                      |
| 16:02:00 | 18.0 | 5  5  C |  17  13  15  24  15                      |
| 16:02:30 | 18.0 | 5  5  Z |  15  11  12  23  16                      |
| 16:03:00 | 15.5 | 4  4  Z |  12  12  12  17  16                      |
| 16:03:30 | 10.1 | 2  2  Z |  13  11  14  17  13                      |
| 16:04:00 | 15.5 | 4  4  C |  17   9  15  20  12                      |
| 16:04:30 | 15.5 | 4  4  C |  17  10  13  21  13                      |
| 16:05:00 | 15.5 | 4  4  C |  14  14  12  20  14                      |
| 16:05:30 | 12.4 | 3  3  Z |  14  16  14  17  15                      |
| 16:06:00 | 10.1 | 2  2  Z |  15  13  17  16  13                      |
| 16:06:30 | 15.5 | 4  4  C |  16  13  15  20  13                      |
| 16:07:00 | 15.5 | 4  4  C |  18  12  16  20  14                      |
| 16:07:30 | 18.0 | 5  5  Z |  15  14  16  21  14                      |
| 16:08:00 | 18.0 | 5  5  Z |  12  12  15  18  14                      |
| 16:08:30 | 15.5 | 4  4  Z |  14   9  19  18  13                      |
| 16:09:00 | 15.5 | 4  4  Z |  21  13  14  23  16                      |
| 16:09:30 | 18.0 | 6  6  Z |  19  14  10  20  15                      |
| 16:10:00 | 18.0 | 6  6  Z |  11  13  14  19  13                      |
| 16:10:30 | 18.0 | 6  6  Z |  14  11  21  19  14                      |
| 16:11:00 | 18.0 | 6  6  Z |  18  12  19  22  14                      |
| 16:11:30 | 18.0 | 5  5  C |  13  14  13  26  19                      |
| 16:12:00 | 15.5 | 4  4  Z |  13  13  16  23  19                      |
| 16:12:30 | 18.0 | 6  6  Z |  15   9  16  22  15                      |
| 16:13:00 | 18.0 | 5  5  Z |  16  11  12  23  15                      |
| 16:13:30 | 18.0 | 5  5  Z |  16  13  12  22  15                      |
| 16:14:00 | 18.0 | 6  6  Z |  16  13  14  22  15                      |
| 16:14:30 | 18.0 | 6  6  Z |  20  13  16  22  15                      |
| 16:15:00 | 18.0 | 6  6  Z |  18  12  17  19  14                      |
| 16:15:30 | 15.5 | 4  4  Z |  17  13  15  21  15                      |
| 16:16:00 | 18.0 | 5  5  Z |  17  13  17  26  18                      |
| 16:16:30 | 18.0 | 6  6  Z |  17  15  16  27  18                      |
| 16:17:00 | 18.0 | 6  6  Z |  17  14  14  23  17                      |
| 16:17:30 | 18.0 | 6  6  Z |  15  14  17  21  15                      |
| 16:18:00 | 18.0 | 6  6  Z |  18  16  18  26  16                      |
| 16:18:30 | 18.0 | 6  6  Z |  17  16  16  31  17                      |
| 16:19:00 | 18.0 | 5  5  Z |  14  15  18  30  17                      |
| 16:19:30 | 18.0 | 5  5  Z |  14  15  20  29  18                      |
| 16:20:00 | 18.0 | 6  6  Z |  15  11  15  31  17                      |
| 16:20:30 | 18.0 | 6  6  Z |  17  11  15  31  16                      |
| 16:21:00 | 18.0 | 5  5  C |  18  13  16  30  16                      |
| 16:21:30 | 18.0 | 5  5  C |  18  14  15  28  16                      |
| 16:22:00 | 18.0 | 5  5  C |  15  15  20  28  16                      |
| 16:22:30 | 18.0 | 5  5  C |  13  16  22  28  16                      |
| 16:23:00 | 18.0 | 6  6  Z |  12  16  24  28  18                      |
| 16:23:30 | 18.0 | 6  6  Z |  13  17  27  28  18                      |
| 16:24:00 | 18.0 | 5  5  Z |  14  18  23  25  17                      |
| 16:24:30 | 18.0 | 6  6  Z |  14  15  21  26  17                      |
| 16:25:00 | 18.0 | 6  6  Z |  14  13  23  27  17                      |
| 16:25:30 | 18.0 | 6  6  Z |  13  13  22  30  16                      |
| 16:26:00 | 18.0 | 5  5  C |  13  11  20  30  18                      |
| 16:26:30 | 18.0 | 5  5  Z |  16  11  18  31  19                      |
| 16:27:00 | 18.0 | 5  5  C |  18  11  14  33  19                      |
| 16:27:30 | 18.0 | 5  5  C |  16  12  13  29  20                      |
| 16:28:00 | 18.0 | 5  5  C |  16  14  15  25  17                      |
| 16:28:30 | 15.5 | 4  4  Z |  15  12  16  22  15                      |
| 16:29:00 | 18.0 | 5  5  C |  15  12  16  27  17                      |
| 16:29:30 | 18.0 | 6  6  Z |  18  10  15  31  18                      |
| 16:30:00 | 18.0 | 6  6  Z |  19  12  14  31  16                      |
| 16:30:30 | 18.0 | 5  5  Z |  18  15  15  28  17                      |
| 16:31:00 | 18.0 | 5  5  C |  19  14  16  24  17                      |
| 16:31:30 | 15.5 | 4  4  C |  17  13  17  23  17                      |
| 16:32:00 | 18.0 | 5  5  C |  16  14  19  25  18                      |
| 16:32:30 | 18.0 | 5  5  C |  16  13  16  25  18                      |
| 16:33:00 | 15.5 | 4  4  C |  15  15  14  22  17                      |
| 16:33:30 | 15.5 | 4  4  C |  13  15  19  20  17                      |
| 16:34:00 | 18.0 | 5  5  C |  12  12  25  19  16                      |
| 16:34:30 | 15.5 | 4  4  C |  15  10  21  20  14                      |
| 16:35:00 | 18.0 | 5  5  C |  18   9  14  24  16                      |
| 16:35:30 | 18.0 | 5  5  C |  18  12  13  24  17                      |
| 16:36:00 | 15.5 | 4  4  Z |  13  14  13  21  13                      |
| 16:36:30 | 15.5 | 4  4  Z |  12  13  14  20  14                      |
| 16:37:00 | 18.0 | 6  6  Z |  15  10  16  18  15                      |
| 16:37:30 | 18.0 | 5  5  Z |  13  10  13  20  15                      |
| 16:38:00 | 15.5 | 4  4  C |  13  12  10  20  15                      |
| 16:38:30 | 15.5 | 4  4  Z |  16  10  15  17  12                      |
| 16:39:00 | 15.5 | 4  4  C |  16  11  15  19  13                      |
| 16:39:30 | 15.5 | 4  4  Z |  16  13  13  20  15                      |
| 16:40:00 | 18.0 | 6  6  Z |  15  13  16  19  15                      |
| 16:40:30 | 18.0 | 6  6  Z |  15  15  16  18  14                      |
| 16:41:00 | 18.0 | 5  5  Z |  15  13  17  18  13                      |
| 16:41:30 | 18.0 | 5  5  Z |  12   9  16  20  13                      |
| 16:42:00 | 18.0 | 6  6  Z |  12  10  12  21  15                      |
| 16:42:30 | 18.0 | 6  6  Z |  16  10  12  18  15                      |
| 16:43:00 | 18.0 | 6  6  Z |  17  11  14  17  13                      |
| 16:43:30 | 18.0 | 6  6  Z |  18  11  12  20  12                      |
| 16:44:00 | 18.0 | 5  5  Z |  17  14  14  20  13                      |
| 16:44:30 | 15.5 | 4  4  C |  16  16  15  21  15                      |
| 16:45:00 | 15.5 | 4  4  C |  16  14  17  20  15                      |
| 16:45:30 | 18.0 | 6  6  Z |  15  12  17  22  16                      |
| 16:46:00 | 18.0 | 6  6  Z |  14  13  14  27  17                      |
| 16:46:30 | 18.0 | 6  6  Z |  15  15  17  26  17                      |
| 16:47:00 | 18.0 | 6  6  Z |  16  13  18  23  17                      |
| 16:47:30 | 18.0 | 6  6  Z |  17  11  16  22  17                      |
| 16:48:00 | 18.0 | 5  5  Z |  18  11  14  22  16                      |
| 16:48:30 | 15.5 | 4  4  C |  17  14  14  20  16                      |
| 16:49:00 | 15.5 | 4  4  C |  12  16  16  19  14                      |
| 16:49:30 | 15.5 | 4  4  C |  10  15  16  21  14                      |
| 16:50:00 | 18.0 | 5  5  Z |  14  10  20  23  17                      |
| 16:50:30 | 18.0 | 6  6  Z |  15  10  17  26  17                      |
| 16:51:00 | 18.0 | 5  5  C |  16  13   9  27  18                      |
| 16:51:30 | 15.5 | 4  4  Z |  15  14  15  19  18                      |
| 16:52:00 | 18.0 | 5  5  Z |  15  14  19  18  15                      |
| 16:52:30 | 18.0 | 6  6  Z |  14  14  18  25  15                      |
| 16:53:00 | 18.0 | 6  6  Z |  15  15  17  27  16                      |
| 16:53:30 | 18.0 | 5  5  Z |  16  12  16  28  18                      |
| 16:54:00 | 18.0 | 5  5  Z |  15  11  16  28  19                      |
| 16:54:30 | 18.0 | 6  6  Z |  15  13  16  29  16                      |
| 16:55:00 | 18.0 | 6  6  Z |  14  14  16  28  18                      |
| 16:55:30 | 18.0 | 6  6  Z |  16  14  15  25  19                      |
| 16:56:00 | 18.0 | 5  5  Z |  15  14  13  20  17                      |
| 16:56:30 | 12.4 | 3  3  Z |  16  13  12  16  14                      |
| 16:57:00 | 18.0 | 5  5  Z |  18  15  16  15  12                      |
| 16:57:30 | 18.0 | 5  5  Z |  17  17  19  18  11                      |
| 16:58:00 | 18.0 | 6  6  Z |  15  16  20  21  13                      |
| 16:58:30 | 15.5 | 4  4  Z |  15  14  19  22  16                      |
| 16:59:00 | 15.5 | 4  4  C |  17  13  17  23  16                      |
| 16:59:30 | 15.5 | 4  4  Z |  17  12  17  22  17                      |
| 17:00:00 | 18.0 | 5  5  Z |  16  11  17  20  16                      |
| 17:00:30 | 18.0 | 6  6  Z |  14  14  14  17  16                      |
| 17:01:00 | 18.0 | 5  5  Z |  12  12  16  15  14                      |
| 17:01:30 | 15.5 | 4  4  Z |  15  10  16  20  13                      |
| 17:02:00 | 18.0 | 5  5  C |  16  11  12  24  15                      |
| 17:02:30 | 18.0 | 6  6  Z |  15  12  12  19  16                      |
| 17:03:00 | 18.0 | 6  6  Z |  18  14  14  19  15                      |
| 17:03:30 | 18.0 | 5  5  Z |  18  14  15  21  14                      |
| 17:04:00 | 18.0 | 5  5  Z |  16  14  16  19  14                      |
| 17:04:30 | 18.0 | 6  6  Z |  14  14  17  22  14                      |
| 17:05:00 | 18.0 | 5  5  C |  14  11  16  27  15                      |
| 17:05:30 | 18.0 | 5  5  C |  15  11  14  24  17                      |
| 17:06:00 | 15.5 | 4  4  C |  15  12  13  21  16                      |
| 17:06:30 | 15.5 | 4  4  Z |  15  12  13  19  16                      |
| 17:07:00 | 15.5 | 4  4  Z |  14  12  14  17  15                      |
| 17:07:30 | 18.0 | 5  5  Z |  15  12  12  19  14                      |
| 17:08:00 | 18.0 | 5  5  Z |  13  12  14  18  14                      |
| 17:08:30 | 18.0 | 5  5  Z |  12  12  14  20  12                      |
| 17:09:00 | 18.0 | 6  6  Z |  13  11  12  20  13                      |
| 17:09:30 | 18.0 | 6  6  Z |  13  11  13  18  15                      |
| 17:10:00 | 18.0 | 5  5  Z |  16  10  15  19  15                      |
| 17:10:30 | 18.0 | 6  6  Z |  16   9  14  20  14                      |
| 17:11:00 | 18.0 | 6  6  Z |  14  12  11  20  15                      |
| 17:11:30 | 18.0 | 6  6  Z |  15  12  13  17  13                      |
| 17:12:00 | 18.0 | 5  5  Z |  14  11  14  18  11                      |
| 17:12:30 | 18.0 | 6  6  Z |  14  12  14  18  13                      |
| 17:13:00 | 18.0 | 6  6  Z |  12  14  13  19  13                      |
| 17:13:30 | 18.0 | 6  6  Z |  14  12  14  18  13                      |
| 17:14:00 | 18.0 | 6  6  Z |  17  11  15  17  12                      |
| 17:14:30 | 18.0 | 6  6  Z |  16  13  13  21  13                      |
| 17:15:00 | 15.5 | 4  4  Z |  12  15  15  21  15                      |
| 17:15:30 | 15.5 | 4  4  Z |  14  12  17  20  16                      |
| 17:16:00 | 15.5 | 4  4  C |  16  11  14  22  16                      |
| 17:16:30 | 15.5 | 4  4  Z |  14  14  13  19  16                      |
| 17:17:00 | 15.5 | 4  4  Z |  15  14  14  19  13                      |
| 17:17:30 | 15.5 | 4  4  Z |  15  11  18  22  13                      |
| 17:18:00 | 15.5 | 4  4  C |  14  13  16  22  15                      |
| 17:18:30 | 18.0 | 5  5  C |  14  14  14  24  14                      |
| 17:19:00 | 18.0 | 5  5  C |  14  12  16  24  16                      |
| 17:19:30 | 18.0 | 5  5  Z |  15  11  17  23  17                      |
| 17:20:00 | 18.0 | 6  6  Z |  15  10  17  26  16                      |
| 17:20:30 | 18.0 | 6  6  Z |  14  11  15  24  17                      |
| 17:21:00 | 15.5 | 4  4  Z |  13  11  15  20  17                      |
| 17:21:30 | 12.4 | 3  3  C |  12  11  15  18  15                      |
| 17:22:00 | 12.4 | 3  3  Z |  11  11  14  18  13                      |
| 17:22:30 | 18.0 | 6  6  Z |  14  10  14  19  13                      |
| 17:23:00 | 18.0 | 6  6  Z |  15  10  14  21  15                      |
| 17:23:30 | 18.0 | 6  6  Z |  15  13  12  19  16                      |
| 17:24:00 | 15.5 | 4  4  Z |  15  14  13  19  12                      |
| 17:24:30 | 15.5 | 4  4  C |  15  12  16  20  11                      |
| 17:25:00 | 18.0 | 5  5  Z |  14  11  17  20  13                      |
| 17:25:30 | 18.0 | 6  6  Z |  15  13  14  22  14                      |
| 17:26:00 | 15.5 | 4  4  Z |  18  13  12  23  15                      |
| 17:26:30 | 18.0 | 5  5  Z |  18  12  13  18  15                      |
| 17:27:00 | 15.5 | 4  4  Z |  16  16  14  18  14                      |
| 17:27:30 | 15.5 | 4  4  C |  17  15  15  20  14                      |
| 17:28:00 | 12.4 | 3  3  C |  17  13  18  18  14                      |
| 17:28:30 | 15.5 | 4  4  C |  14  15  20  19  15                      |
| 17:29:00 | 15.5 | 4  4  C |  14  14  18  21  15                      |
| 17:29:30 | 18.0 | 6  6  Z |  15  12  15  23  17                      |
| 17:30:00 | 18.0 | 6  6  Z |  15  14  13  24  17                      |
| 17:30:30 | 18.0 | 5  5  Z |  15  14  13  21  15                      |
| 17:31:00 | 15.5 | 4  4  C |  14  12  14  20  14                      |
| 17:31:30 | 15.5 | 4  4  C |  13  12  13  20  14                      |
| 17:32:00 | 15.5 | 4  4  C |  15  13  14  20  15                      |
| 17:32:30 | 15.5 | 4  4  C |  13  12  14  20  15                      |
| 17:33:00 | 15.5 | 4  4  C |  12  13  14  19  14                      |
| 17:33:30 | 15.5 | 4  4  C |  13  12  15  19  14                      |
| 17:34:00 | 15.5 | 4  4  C |  13  10  13  19  14                      |
| 17:34:30 | 15.5 | 4  4  C |  12  10  13  20  12                      |
| 17:35:00 | 15.5 | 4  4  Z |  13  10  12  22  15                      |
| 17:35:30 | 18.0 | 5  5  Z |  13  10  11  20  15                      |
| 17:36:00 | 18.0 | 5  5  Z |  13  10  10  16  13                      |
| 17:36:30 | 18.0 | 5  5  Z |  11  10  13  15  12                      |
| 17:37:00 | 18.0 | 6  6  Z |  13   8  14  19  14                      |
| 17:37:30 | 18.0 | 6  6  Z |  14   9  12  20  14                      |
| 17:38:00 | 18.0 | 5  5  Z |  13  11  11  16  14                      |
| 17:38:30 | 12.4 | 3  3  Z |  15  10  11  13  12                      |
| 17:39:00 | 12.4 | 3  3  Z |  13  12  11  14  11                      |
| 17:39:30 | 15.5 | 4  4  Z |  15  13  12  16  12                      |
| 17:40:00 | 12.4 | 3  3  Z |  16  11  15  18  12                      |
| 17:40:30 | 15.5 | 4  4  Z |  13  10  14  19  12                      |
| 17:41:00 | 15.5 | 4  4  C |  12  12  14  19  15                      |
| 17:41:30 | 15.5 | 4  4  C |  14  12  14  19  15                      |
