                    Ramp 3B6 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 17:42:00 | 18.0 | 6  6  Z |  15  12  14  20  14                      |
| 17:42:30 | 18.0 | 5  5  Z |  14  12  14  20  15                      |
| 17:43:00 | 15.5 | 4  4  C |  12  11  14  20  14                      |
| 17:43:30 | 15.5 | 4  4  C |  12  11  15  20  14                      |
| 17:44:00 | 12.4 | 3  3  Z |  16  11  14  18  14                      |
| 17:44:30 | 18.0 | 6  6  Z |  15  11  13  17  12                      |
| 17:45:00 | 18.0 | 5  5  Z |  14  12  12  17  13                      |
| 17:45:30 | 12.4 | 3  3  Z |  15  11  13  16  12                      |
| 17:46:00 | 12.4 | 3  3  C |  15  12  12  18  13                      |
| 17:46:30 | 15.5 | 4  4  C |  16  12  13  21  14                      |
| 17:47:00 | 15.5 | 4  4  C |  17  14  16  22  13                      |
| 17:47:30 | 18.0 | 5  5  C |  15  15  14  24  15                      |
| 17:48:00 | 15.5 | 4  4  C |  14  13  15  21  16                      |
| 17:48:30 | 12.4 | 3  3  C |  16  13  17  18  15                      |
| 17:49:00 | 12.4 | 3  3  C |  15  10  16  18  13                      |
| 17:49:30 | 15.5 | 4  4  C |  12  11  14  20  14                      |
| 17:50:00 | 15.5 | 4  4  Z |  12  11  12  20  14                      |
| 17:50:30 | 12.4 | 3  3  Z |  15   9  13  18  13                      |
| 17:51:00 | 12.4 | 3  3  Z |  16  10  11  17  13                      |
| 17:51:30 | 12.4 | 3  3  Z |  14  12  11  14  11                      |
| 17:52:00 | 10.1 | 2  2  Z |  13  13  14  14  10                      |
| 17:52:30 | 12.4 | 3  3  Z |  10  13  15  17  11                      |
| 17:53:00 | 12.4 | 3  3  C |  12   8  14  18  13                      |
| 17:53:30 | 12.4 | 3  3  C |  14   6  13  18  14                      |
| 17:54:00 | 15.5 | 4  4  Z |  12  10  10  18  14                      |
| 17:54:30 | 18.0 | 5  5  Z |  12  10  11  14  13                      |
| 17:55:00 | 18.0 | 5  5  Z |  14   8  12  15  10                      |
| 17:55:30 | 12.4 | 3  3  Z |  14   8  11  15  10                      |
| 17:56:00 |  8.5 | 1  1  Z |  14  11  11  12  11                      |
| 17:56:30 |  8.5 | 1  1  Z |  14  12  11  12  10                      |
| 17:57:00 |  8.5 | 1  1  Z |  12  13  13  14  10                      |
| 17:57:30 | 12.4 | 3  3  C |  13  10  15  18  11                      |
| 17:58:00 |  8.5 | 1  2  D |  15   7  12  17  12                      |
| 17:58:30 |  8.5 | 1  2  D |  14  11   7  15  14                      |
| 17:59:00 |  8.5 | 1  3  D |  13  13  12  12  11                      |
| 17:59:30 |  8.5 | 1  2  D |  11  13  17  15   9                      |
| 18:00:00 |  8.5 | 1  4  D |  10  11  15  21  12                      |
| 18:00:30 |  8.5 | 1  3  D |  10   8  12  18  14                      |
| 18:01:00 |  8.5 | 1  1  D |  13   7   9  14  10                      |
| 18:01:30 |  8.5 | 1  1  D |  16   9   9  12   9                      |
| 18:02:00 |  8.5 | 1  1  F |  15  12  11  12   8                      |
| 18:02:30 |      | 7  1  F |  13  12  13  15   8                      |
| 18:03:00 |      | 7  2  F |  10   9  14  17  13                      |
| 18:03:30 |      | 7  1  F |   7  10  13  16  13                      |
| 18:04:00 |      | 7  2  F |   9   8  13  17  12                      |
| 18:04:30 |      | 7  3  F |  15   4  12  18  12                      |
| 18:05:00 |      | 7  1  F |  13   9   8  15  14                      |
| 18:05:30 |      | 7  2  F |  11  12   8  11  12                      |
| 18:06:00 |      | 7  1  F |   9  10  13  12   7                      |
| 18:06:30 |      | 7  3  F |  10   7  14  18  10                      |
| 18:07:00 |      | 7  4  F |  15   6   9  19  12                      |
| 18:07:30 |      | 7  1  F |  12   8   5  13  11                      |
| 18:08:00 |      | 7  1  F |   6  10   9   9  10                      |
| 18:08:30 |      | 7  1  F |  10   5  13  12   8                      |
| 18:09:00 |      | 7  2  F |  16   6  10  17  10                      |
| 18:09:30 |      | 7  2  F |  15  12   8  12   9                      |
| 18:10:00 |      | 7  1  F |  13  13  14   9   7                      |
| 18:10:30 |      | 7  2  F |  13  11  15  17   9                      |
| 18:11:00 |      | 7  4  F |  11  10  11  22  15                      |
| 18:11:30 |      | 7  4  F |  10   8  11  20  15                      |
| 18:12:00 |      | 7  2  F |  11   8  11  17  13                      |
| 18:12:30 |      | 7  1  F |  12   9  11  14  13                      |
| 18:13:00 |      | 7  1  F |  14   9  11  15  10                      |
| 18:13:30 |      | 7  3  F |  11   9  13  18  10                      |
| 18:14:00 |      | 7  3  F |  10  10  12  18  14                      |
| 18:14:30 |      | 7  4  F |  10   8  14  16  13                      |
| 18:15:00 |      | 7  3  F |  11   9  11  18  10                      |
| 18:15:30 |      | 7  3  F |  11  10   9  18  12                      |
| 18:16:00 |      | 7  1  F |  12   8  11  16  13                      |
| 18:16:30 |      | 7  4  F |  12   9  11  19  14                      |
| 18:17:00 |      | 7  3  F |  13   8  10  18  15                      |
| 18:17:30 |      | 7  3  F |  14   9   9  15  12                      |
| 18:18:00 |      | 7  3  F |  11  11  10  13  10                      |
| 18:18:30 |      | 7  2  F |  11   9  11  12   8                      |
| 18:19:00 |      | 7  1  F |  10   8  13  16  10                      |
| 18:19:30 |      | 7  3  F |  10   9  11  18  12                      |
| 18:20:00 |      | 7  2  F |  13   6   9  17  12                      |
| 18:20:30 |      | 7  1  F |  12   7   7  16  12                      |
| 18:21:00 |      | 7  1  F |  12   9   8  12  10                      |
| 18:21:30 |      | 7  1  F |  14  11  13  11   8                      |
| 18:22:00 |      | 7  1  F |  11  12  13  16  11                      |
| 18:22:30 |      | 7  3  F |   8  10  12  18  13                      |
| 18:23:00 |      | 7  1  F |  10   7  12  15  12                      |
| 18:23:30 |      | 7  1  F |  13   7   9  13  11                      |
| 18:24:00 |      | 7  1  F |  13   9  10  14   9                      |
| 18:24:30 |      | 7  1  F |  11   8  11  15   8                      |
| 18:25:00 |      | 7  3  F |  10   9  10  17  11                      |
| 18:25:30 |      | 7  2  F |  11   7  12  15  11                      |
| 18:26:00 |      | 7  1  F |  12   7  12  14  10                      |
| 18:26:30 |      | 7  2  F |  13   9  10  14  11                      |
| 18:27:00 |      | 7  3  F |  10   9  11  14   9                      |
| 18:27:30 |      | 7  1  F |   9   8  12  16   9                      |
| 18:28:00 |      | 7  2  F |  11   7  11  15  10                      |
| 18:28:30 |      | 7  1  F |  14   6  10  14  11                      |
| 18:29:00 |      | 7  1  F |  13   9   8  15  10                      |
| 18:29:30 |      | 7  1  F |  11  13   8  14  10                      |
| 18:30:00 |      | 7  1  F |  11  10  12  13  10                      |
+----------+------+---------+------------------------------------------+
