                    Ramp 3B1 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 15:41:00 | 18.0 | 6  6  Z |  15  12  12  17   0* 16                  |
| 15:41:30 | 18.0 | 6  6  Z |  19  16  13  15   0* 15                  |
| 15:42:00 | 18.0 | 6  6  Z |  20  16  17  17   0* 14                  |
| 15:42:30 | 18.0 | 6  6  Z |  19  17  16  21   0* 12                  |
| 15:43:00 | 18.0 | 5  5  Z |  18  19  18  21   0* 14                  |
| 15:43:30 | 16.5 | 4  4  Z |  16  20  19  22   0* 15                  |
| 15:44:00 | 18.0 | 5  5  C |  18  18  19  26   0* 16                  |
| 15:44:30 | 18.0 | 5  5  Z |  16  18  19  27   0* 16                  |
| 15:45:00 | 18.0 | 6  6  Z |  14  16  18  24   0* 15                  |
| 15:45:30 | 18.0 | 6  6  Z |  15  15  17  22   0* 17                  |
| 15:46:00 | 16.5 | 4  4  Z |  15  16  15  21   0* 16                  |
| 15:46:30 | 16.5 | 4  4  C |  18  15  16  19   0* 16                  |
| 15:47:00 | 18.0 | 5  5  Z |  17  18  18  19   0* 17                  |
| 15:47:30 | 18.0 | 6  6  Z |  14  17  18  22   0* 16                  |
| 15:48:00 | 18.0 | 5  5  Z |  15  14  16  24   0* 16                  |
| 15:48:30 | 18.0 | 6  6  Z |  17  14  16  20   0* 16                  |
| 15:49:00 | 18.0 | 6  6  Z |  18  15  15  20   0* 16                  |
| 15:49:30 | 18.0 | 6  6  Z |  17  17  15  24   0* 15                  |
| 15:50:00 | 18.0 | 6  6  Z |  16  20  18  25   0* 16                  |
| 15:50:30 | 18.0 | 6  6  Z |  16  18  18  24   0* 18                  |
| 15:51:00 | 18.0 | 5  5  Z |  17  15  18  23   0* 16                  |
| 15:51:30 | 18.0 | 5  5  Z |  16  15  17  24   0* 15                  |
| 15:52:00 | 18.0 | 5  5  Z |  15  15  16  25   0* 17                  |
| 15:52:30 | 18.0 | 5  5  Z |  16  14  16  28   0* 17                  |
| 15:53:00 | 18.0 | 6  6  Z |  14  13  17  34   0* 14                  |
| 15:53:30 | 18.0 | 5  5  Z |  14  14  18  40   0* 13                  |
| 15:54:00 | 18.0 | 6  6  C |  19  16  17  42   0* 14                  |
| 15:54:30 | 18.0 | 5  5  Z |  17  19  20  36   0* 16                  |
| 15:55:00 | 18.0 | 6  6  Z |  13  18  24  31   0* 18                  |
| 15:55:30 | 18.0 | 6  6  Z |  16  16  28  32   0* 16                  |
| 15:56:00 | 18.0 | 5  5  Z |  18  18  31  35   0* 15                  |
| 15:56:30 | 18.0 | 5  5  C |  17  19  32  38   0* 16                  |
| 15:57:00 | 18.0 | 5  5  C |  15  19  30  37   0* 14                  |
| 15:57:30 | 18.0 | 5  5  C |  13  19  29  33   0* 15                  |
| 15:58:00 | 18.0 | 5  5  C |  14  17  28  30   0* 17                  |
| 15:58:30 | 18.0 | 5  5  C |  12  16  31  31   0* 17                  |
| 15:59:00 | 18.0 | 5  5  C |  11  14  29  32   0* 15                  |
| 15:59:30 | 18.0 | 5  5  C |  11  12  22  33   0* 14                  |
| 16:00:00 | 18.0 | 5  5  C |  12  11  15  33   0* 15                  |
| 16:00:30 | 18.0 | 5  5  C |  14  13  12  29   0* 16                  |
| 16:01:00 | 18.0 | 5  5  C |  12  12  15  25   0* 16                  |
| 16:01:30 | 18.0 | 5  5  C |   9  11  14  27   0* 16                  |
| 16:02:00 | 18.0 | 5  5  C |   9  11  11  29   0* 12                  |
| 16:02:30 | 18.0 | 5  5  Z |  12  11  10  25   0* 11                  |
| 16:03:00 | 18.0 | 5  5  C |  13  11  11  29   0* 15                  |
| 16:03:30 | 18.0 | 5  5  C |  14  14  11  32   0* 15                  |
| 16:04:00 | 18.0 | 5  5  C |  12  16  14  24   0* 15                  |
| 16:04:30 | 18.0 | 5  5  C |  11  12  17  24   0* 13                  |
| 16:05:00 | 16.5 | 4  4  C |  13  12  14  21   0* 14                  |
| 16:05:30 | 13.2 | 3  3  Z |  11  13  14  16   0* 16                  |
| 16:06:00 | 10.8 | 2  2  Z |  12  13  11  17   0* 15                  |
| 16:06:30 | 13.2 | 3  3  Z |  14  13  12  17   0* 15                  |
| 16:07:00 | 13.2 | 3  3  Z |  13  14  16  18   0* 13                  |
| 16:07:30 | 18.0 | 5  5  Z |  11  13  14  20   0* 13                  |
| 16:08:00 | 18.0 | 5  5  Z |  14  12  10  17   0* 15                  |
| 16:08:30 | 16.5 | 4  4  Z |  17  15  13  13   0* 15                  |
| 16:09:00 | 16.5 | 4  4  Z |  14  15  16  17   0* 13                  |
| 16:09:30 | 18.0 | 6  6  Z |  14  14  15  20   0* 11                  |
| 16:10:00 | 18.0 | 6  6  Z |  17  14  13  15   0* 14                  |
| 16:10:30 | 18.0 | 6  6  Z |  17  16  13  16   0* 15                  |
| 16:11:00 | 18.0 | 6  6  Z |  19  18  19  19   0* 12                  |
| 16:11:30 | 16.5 | 4  4  Z |  20  21  19  22   0* 13                  |
| 16:12:00 | 18.0 | 5  5  C |  18  22  21  26   0* 14                  |
| 16:12:30 | 18.0 | 6  6  Z |  11  19  23  26   0* 14                  |
| 16:13:00 | 18.0 | 5  5  Z |  13  14  20  25   0* 16                  |
| 16:13:30 | 18.0 | 5  5  Z |  16  15  16  21   0* 17                  |
| 16:14:00 | 18.0 | 6  6  Z |  14  17  16  20   0* 18                  |
| 16:14:30 | 18.0 | 6  6  Z |  15  17  17  22   0* 18                  |
| 16:15:00 | 18.0 | 6  6  Z |  17  16  17  22   0* 18                  |
| 16:15:30 | 16.5 | 4  4  Z |  18  16  16  18   0* 19                  |
| 16:16:00 | 18.0 | 5  5  Z |  15  17  16  21   0* 18                  |
| 16:16:30 | 18.0 | 6  6  Z |  13  15  16  23   0* 14                  |
| 16:17:00 | 18.0 | 6  6  Z |  15  13  14  19   0* 16                  |
| 16:17:30 | 18.0 | 6  6  Z |  18  14  14  17   0* 16                  |
| 16:18:00 | 18.0 | 6  6  Z |  19  18  16  19   0* 13                  |
| 16:18:30 | 18.0 | 6  6  Z |  19  19  17  21   0* 13                  |
| 16:19:00 | 18.0 | 5  5  Z |  17  18  18  21   0* 14                  |
| 16:19:30 | 18.0 | 5  5  Z |  16  15  18  22   0* 14                  |
| 16:20:00 | 18.0 | 6  6  Z |  15  14  16  21   0* 15                  |
| 16:20:30 | 18.0 | 6  6  Z |  14  14  13  20   0* 17                  |
| 16:21:00 | 16.5 | 4  4  C |  15  13  13  19   0* 15                  |
| 16:21:30 | 13.2 | 3  3  Z |  18  14  15  15   0* 13                  |
| 16:22:00 | 13.2 | 3  3  C |  16  18  16  17   0* 12                  |
| 16:22:30 | 16.5 | 4  4  Z |  14  17  19  21   0* 11                  |
| 16:23:00 | 18.0 | 6  6  Z |  12  14  17  25   0* 13                  |
| 16:23:30 | 18.0 | 6  6  Z |  16  12  13  23   0* 13                  |
| 16:24:00 | 18.0 | 5  5  Z |  21  14  13  15   0* 14                  |
| 16:24:30 | 18.0 | 6  6  Z |  18  19  15  14   0* 16                  |
| 16:25:00 | 18.0 | 6  6  Z |  18  20  18  20   0* 14                  |
| 16:25:30 | 18.0 | 6  6  Z |  19  18  17  23   0* 13                  |
| 16:26:00 | 16.5 | 4  4  Z |  17  18  17  20   0* 15                  |
| 16:26:30 | 18.0 | 5  5  Z |  17  19  18  21   0* 17                  |
| 16:27:00 | 16.5 | 4  4  Z |  16  17  18  21   0* 14                  |
| 16:27:30 | 16.5 | 4  4  C |  14  17  17  22   0* 14                  |
| 16:28:00 | 16.5 | 4  4  Z |  15  16  17  23   0* 13                  |
| 16:28:30 | 16.5 | 4  4  Z |  13  15  16  20   0* 17                  |
| 16:29:00 | 16.5 | 4  4  Z |  12  13  14  20   0* 19                  |
| 16:29:30 | 18.0 | 6  6  Z |  13  14  13  18   0* 16                  |
| 16:30:00 | 18.0 | 6  6  Z |  16  18  13  18   0* 15                  |
| 16:30:30 | 18.0 | 5  5  Z |  17  18  17  17   0* 13                  |
| 16:31:00 | 16.5 | 4  4  Z |  16  17  18  19   0* 13                  |
| 16:31:30 | 16.5 | 4  4  C |  18  17  17  22   0* 15                  |
| 16:32:00 | 16.5 | 4  4  Z |  15  17  17  20   0* 15                  |
| 16:32:30 | 16.5 | 4  4  C |  12  17  15  23   0* 15                  |
| 16:33:00 | 16.5 | 4  4  C |  14  15  16  22   0* 12                  |
| 16:33:30 | 16.5 | 4  4  C |  13  13  17  19   0* 13                  |
| 16:34:00 | 16.5 | 4  4  C |  11  12  13  23   0* 17                  |
| 16:34:30 | 16.5 | 4  4  C |  11  11  11  19   0* 18                  |
| 16:35:00 | 13.2 | 3  3  Z |   9  12  12  14   0* 18                  |
| 16:35:30 | 16.5 | 4  4  Z |  13  11  11  15   0* 12                  |
| 16:36:00 | 16.5 | 4  4  Z |  14  12  11  14   0* 12                  |
| 16:36:30 | 16.5 | 4  4  Z |  17  13  15  16   0* 13                  |
| 16:37:00 | 18.0 | 6  6  Z |  19  17  14  20   0* 10                  |
| 16:37:30 | 18.0 | 5  5  Z |  16  20  15  21   0* 14                  |
| 16:38:00 | 16.5 | 4  4  C |  15  16  19  22   0* 15                  |
| 16:38:30 | 16.5 | 4  4  Z |  15  14  19  22   0* 15                  |
| 16:39:00 | 16.5 | 4  4  C |  13  13  14  22   0* 16                  |
| 16:39:30 | 16.5 | 4  4  Z |  12  13  11  19   0* 15                  |
| 16:40:00 | 18.0 | 6  6  Z |  15  14  13  16   0* 16                  |
| 16:40:30 | 18.0 | 6  6  Z |  18  15  15  17   0* 15                  |
| 16:41:00 | 18.0 | 5  5  Z |  19  17  16  20   0* 11                  |
| 16:41:30 | 18.0 | 5  5  Z |  19  19  17  20   0* 14                  |
| 16:42:00 | 18.0 | 6  6  Z |  16  21  20  21   0* 17                  |
| 16:42:30 | 18.0 | 6  6  Z |  15  17  21  24   0* 16                  |
| 16:43:00 | 18.0 | 6  6  Z |  17  14  16  24   0* 16                  |
| 16:43:30 | 18.0 | 6  6  Z |  16  15  15  20   0* 16                  |
| 16:44:00 | 18.0 | 5  5  Z |  17  16  16  19   0* 15                  |
| 16:44:30 | 16.5 | 4  4  C |  20  16  16  18   0* 15                  |
| 16:45:00 | 16.5 | 4  4  C |  18  20  17  19   0* 14                  |
| 16:45:30 | 18.0 | 6  6  Z |  13  20  20  24   0* 14                  |
| 16:46:00 | 18.0 | 6  6  Z |  10  14  19  29   0* 15                  |
| 16:46:30 | 18.0 | 6  6  Z |  16  10  13  25   0* 15                  |
| 16:47:00 | 18.0 | 6  6  Z |  23  15   9  17   0* 17                  |
| 16:47:30 | 18.0 | 6  6  Z |  21  19  18  13   0* 18                  |
| 16:48:00 | 18.0 | 5  5  Z |  20  17  21  20   0* 15                  |
| 16:48:30 | 18.0 | 5  5  C |  20  19  17  26   0* 10                  |
| 16:49:00 | 18.0 | 5  5  C |  18  19  20  24   0* 10                  |
| 16:49:30 | 18.0 | 5  5  C |  14  16  18  26   0* 14                  |
| 16:50:00 | 18.0 | 5  5  Z |   7  15  15  24   0* 17                  |
| 16:50:30 | 18.0 | 6  6  Z |  11  10  13  23   0* 16                  |
| 16:51:00 | 16.5 | 4  4  Z |  19  12  12  19   0* 13                  |
| 16:51:30 | 16.5 | 4  4  Z |  18  17  14  15   0* 13                  |
| 16:52:00 | 18.0 | 5  5  Z |  15  17  17  22   0* 14                  |
| 16:52:30 | 18.0 | 6  6  Z |  13  15  17  24   0* 15                  |
| 16:53:00 | 18.0 | 6  6  Z |  15  13  14  21   0* 17                  |
| 16:53:30 | 18.0 | 5  5  Z |  19  15  14  19   0* 17                  |
| 16:54:00 | 18.0 | 5  5  Z |  20  19  16  18   0* 16                  |
| 16:54:30 | 18.0 | 6  6  Z |  18  20  19  20   0* 15                  |
| 16:55:00 | 18.0 | 6  6  Z |  16  18  19  24   0* 14                  |
| 16:55:30 | 18.0 | 6  6  Z |  17  15  18  23   0* 17                  |
| 16:56:00 | 18.0 | 5  5  Z |  19  14  15  21   0* 17                  |
| 16:56:30 | 16.5 | 4  4  C |  20  18  15  20   0* 17                  |
| 16:57:00 | 18.0 | 5  5  Z |  15  19  18  21   0* 16                  |
| 16:57:30 | 18.0 | 5  5  Z |  11  16  18  22   0* 13                  |
| 16:58:00 | 18.0 | 6  6  Z |  13  13  16  22   0* 14                  |
| 16:58:30 | 16.5 | 4  4  Z |  16  15  13  21   0* 16                  |
| 16:59:00 | 13.2 | 3  3  Z |  17  15  14  17   0* 15                  |
| 16:59:30 | 16.5 | 4  4  Z |  15  14  16  18   0* 13                  |
| 17:00:00 | 18.0 | 5  5  Z |  13  15  14  20   0* 12                  |
| 17:00:30 | 18.0 | 6  6  Z |  16  16  13  21   0* 12                  |
| 17:01:00 | 18.0 | 5  5  Z |  17  18  17  19   0* 16                  |
| 17:01:30 | 16.5 | 4  4  Z |  17  15  18  20   0* 17                  |
| 17:02:00 | 16.5 | 4  4  Z |  17  17  14  21   0* 15                  |
| 17:02:30 | 18.0 | 6  6  Z |  16  18  16  19   0* 16                  |
| 17:03:00 | 18.0 | 6  6  Z |  17  15  16  21   0* 17                  |
| 17:03:30 | 18.0 | 5  5  Z |  17  17  16  21   0* 14                  |
| 17:04:00 | 18.0 | 5  5  Z |  19  17  18  20   0* 13                  |
| 17:04:30 | 18.0 | 6  6  Z |  19  19  17  21   0* 14                  |
| 17:05:00 | 16.5 | 4  4  Z |  16  19  18  23   0* 15                  |
| 17:05:30 | 18.0 | 5  5  C |  16  16  18  24   0* 13                  |
| 17:06:00 | 16.5 | 4  4  C |  15  15  16  20   0* 13                  |
| 17:06:30 | 16.5 | 4  4  Z |  13  15  16  20   0* 15                  |
| 17:07:00 | 18.0 | 5  5  C |  13  15  15  25   0* 14                  |
| 17:07:30 | 18.0 | 5  5  Z |  12  14  16  30   0* 12                  |
| 17:08:00 | 18.0 | 5  5  Z |  13  13  16  32   0* 12                  |
| 17:08:30 | 18.0 | 5  5  Z |  17  14  13  31   0* 13                  |
| 17:09:00 | 18.0 | 6  6  Z |  15  17  16  31   0* 15                  |
| 17:09:30 | 18.0 | 6  6  Z |  17  13  17  31   0* 17                  |
| 17:10:00 | 18.0 | 5  5  Z |  19  13  14  29   0* 15                  |
| 17:10:30 | 18.0 | 6  6  Z |  17  15  14  29   0* 14                  |
| 17:11:00 | 18.0 | 6  6  Z |  16  15  16  39   0* 14                  |
| 17:11:30 | 18.0 | 6  6  Z |  16  16  18  47   0* 13                  |
| 17:12:00 | 18.0 | 5  5  Z |  17  17  21  40   0* 13                  |
| 17:12:30 | 18.0 | 6  6  Z |  15  18  32  28   0* 12                  |
| 17:13:00 | 18.0 | 6  6  Z |  14  20  38  23   0* 13                  |
| 17:13:30 | 18.0 | 6  6  Z |  16  22  30  24   0* 15                  |
| 17:14:00 | 18.0 | 6  6  Z |  17  33  22  25   0* 13                  |
| 17:14:30 | 18.0 | 6  6  Z |  21  40  19  22   0* 13                  |
| 17:15:00 | 18.0 | 5  5  C |  28  29  20  21   0* 16                  |
| 17:15:30 | 18.0 | 5  5  C |  30  21  19  22   0* 15                  |
| 17:16:00 | 18.0 | 5  5  C |  28  20  18  21   0* 13                  |
| 17:16:30 | 18.0 | 5  5  C |  28  23  18  23   0* 13                  |
| 17:17:00 | 18.0 | 5  5  C |  27  25  21  29   0* 13                  |
| 17:17:30 | 18.0 | 5  5  C |  23  20  25  34   0* 13                  |
| 17:18:00 | 18.0 | 5  5  C |  19  17  31  39   0* 14                  |
| 17:18:30 | 18.0 | 6  6  C |  14  17  40  41   0* 14                  |
| 17:19:00 | 18.0 | 6  6  C |  14  16  45  38   0* 15                  |
| 17:19:30 | 18.0 | 5  5  Z |  14  20  37  38   0* 15                  |
| 17:20:00 | 18.0 | 6  6  Z |  14  28  27  37   0* 12                  |
| 17:20:30 | 18.0 | 6  6  Z |  15  29  25  35   0* 11                  |
| 17:21:00 | 18.0 | 5  5  C |  18  30  23  36   0* 12                  |
| 17:21:30 | 18.0 | 5  5  C |  21  28  27  33   0* 12                  |
| 17:22:00 | 18.0 | 5  5  C |  14  28  33  34   0* 14                  |
| 17:22:30 | 18.0 | 6  6  Z |  11  29  39  31   0* 15                  |
| 17:23:00 | 18.0 | 6  6  Z |  14  25  42  27   0* 15                  |
| 17:23:30 | 18.0 | 6  6  Z |  15  22  35  26   0* 20                  |
| 17:24:00 | 18.0 | 5  5  C |  17  31  34  26   0* 20                  |
| 17:24:30 | 18.0 | 5  5  C |  16  40  31  28   0* 19                  |
| 17:25:00 | 18.0 | 5  5  Z |  18  40  23  31   0* 21                  |
| 17:25:30 | 18.0 | 6  6  Z |  16  40  19  33   0* 20                  |
| 17:26:00 | 18.0 | 5  5  C |  17  32  17  35   0* 17                  |
| 17:26:30 | 18.0 | 5  5  Z |  22  26  18  38   0* 15                  |
| 17:27:00 | 18.0 | 5  5  C |  20  28  19  33   0* 14                  |
| 17:27:30 | 18.0 | 5  5  C |  19  35  20  29   0* 14                  |
