                    Ramp 3C4 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
|   Time   | Time | F  C  M | 442 443 770 769 768 767 766              |
+----------+------+---------+------------------------------------------+
| 14:30:30 |      | 7  1  F |  12   9  13  14  12  13  11              |
| 14:31:00 |      | 7  2  F |  17  11  10  15  11  12  12              |
| 14:31:30 |      | 7  2  F |  14  13  12  12  14  11  11              |
| 14:32:00 |      | 7  1  F |  11  10  16  14  12  13  12              |
| 14:32:30 |      | 7  3  F |  14   8  14  18  13  12  11              |
| 14:33:00 |      | 7  1  F |  14  11   9  15  15  15  13              |
| 14:33:30 |      | 7  1  F |  12  11   9  10  12  16  15              |
| 14:34:00 |      | 7  1  F |  11   7  10   9   9  11  12              |
| 14:34:30 |      | 7  1  F |  11   9  10  12   9   8   8              |
| 14:35:00 |      | 7  1  F |  14   8   9  11  12  11   9              |
| 14:35:30 |      | 7  1  F |  12   6   9  10   9  12  11              |
| 14:36:00 |      | 7  1  F |  11   7   9  11   8   9   9              |
| 14:36:30 |      | 7  1  F |  12   9   6  10  10   9   8              |
| 14:37:00 |      | 7  1  F |  14  10   8   9  10  10  10              |
| 14:37:30 |      | 7  2  F |  17  10  11  11   9  10  10              |
| 14:38:00 |      | 7  1  F |  15  11  10  13  11  10   9              |
| 14:38:30 |      | 7  2  F |  12   8  12  13  11  12  11              |
| 14:39:00 |      | 7  3  F |  16   9  10  16  11  13  10              |
| 14:39:30 |      | 7  1  F |  14  12  10  12  14  13  11              |
| 14:40:00 |      | 7  1  F |  15  11  12  12  12  14  14              |
| 14:40:30 |      | 7  2  F |  16  11  11  14  12  12  10              |
| 14:41:00 |      | 7  2  F |  14  11  11  13  13  14  12              |
| 14:41:30 |      | 7  1  F |  15  11  13  13  12  14  15              |
| 14:42:00 |      | 7  3  F |  17  12  13  14  12  14  15              |
| 14:42:30 |      | 7  3  F |  18  13  12  14  12  15  15              |
| 14:43:00 |      | 7  1  F |  14  11  13  12  12  15  14              |
| 14:43:30 |      | 7  2  F |  14   9  13  14  11  17  15              |
| 14:44:00 |      | 7  3  F |  18  11  13  16  13  15  13              |
| 14:44:30 |      | 7  1  F |  15  13  14  14  15  15  14              |
| 14:45:00 |      | 7  1  Z |  14  11  14  15  13  16  14              |
| 14:45:30 | 15.5 | 4  4  C |  14   9  12  20  14  14  13              |
| 14:46:00 | 10.1 | 2  2  C |  15   9  11  17  16  15  14              |
| 14:46:30 | 12.4 | 3  3  C |  17  10  10  13  15  18  14              |
| 14:47:00 | 10.1 | 2  2  Z |  16  13  10  11  13  16  14              |
| 14:47:30 |  8.5 | 1  1  Z |  15  12  13  12   9  13  14              |
| 14:48:00 | 12.4 | 3  3  C |  18  12  14  16  11   9   9              |
| 14:48:30 | 10.1 | 2  2  C |  17  12  13  14  16  11  10              |
| 14:49:00 |  8.5 | 1  1  Z |  15  11  14  13  14  16  15              |
| 14:49:30 |  8.5 | 1  1  Z |  15  10  13  15  10  14  13              |
| 14:50:00 | 15.5 | 4  4  Z |  13   8  11  14  13  10  10              |
| 14:50:30 | 12.4 | 3  3  Z |  13   8  11  12  13  12  12              |
| 14:51:00 |  8.5 | 1  1  Z |  12   8   8  12  12  15  11              |
| 14:51:30 |  8.5 | 1  1  Z |  15  10   9   8  12  15  12              |
| 14:52:00 | 10.1 | 2  2  C |  17  12  10   9   7  12  12              |
| 14:52:30 |  8.5 | 1  1  Z |  15  12  13  12   7   9   8              |
| 14:53:00 | 10.1 | 2  2  Z |  13  12  15  16  11  12   8              |
| 14:53:30 | 12.4 | 3  3  Z |  16  12  13  17  14  16  10              |
| 14:54:00 | 10.1 | 2  2  Z |  17  11  12  15  15  16  13              |
| 14:54:30 | 10.1 | 2  3  Z |  14  11  11  13  13  16  16              |
| 14:55:00 | 12.4 | 3  3  Z |  15  12  14  12  11  13  13              |
| 14:55:30 | 10.1 | 2  2  Z |  16  12  15  15  10  10   9              |
| 14:56:00 | 10.1 | 2  2  C |  14  12  14  17  12  12  10              |
| 14:56:30 |  8.5 | 1  1  Z |  15  11  14  16  14  15  13              |
| 14:57:00 |  8.5 | 1  1  Z |  15  10  11  16  14  15  12              |
| 14:57:30 |  8.5 | 1  1  Z |  14   8  12  13  15  15  12              |
| 14:58:00 |  8.5 | 1  1  Z |  12   7  12  14  13  11  15              |
| 14:58:30 |  8.5 | 1  1  Z |  10   7  11  16  12  13  12              |
| 14:59:00 |  8.5 | 1  1  Z |  14   8   8  13  13  13  11              |
| 14:59:30 |  8.5 | 1  1  Z |  15  10   6   9  10  10  13              |
| 15:00:00 |  8.5 | 1  1  Z |  13  10  12  10   8   8  11              |
| 15:00:30 |  8.5 | 1  1  Z |  12   9  11  13   9   9   7              |
| 15:01:00 |  8.5 | 1  1  Z |  13  10   9  11  13  13   7              |
| 15:01:30 |  8.5 | 1  2  C |  17   9  11  12  11  10  11              |
| 15:02:00 | 10.1 | 2  1  Z |  14   7  11  12   7  11  10              |
| 15:02:30 |  8.5 | 1  1  Z |  11   9  12  13   9  11   9              |
| 15:03:00 |  8.5 | 1  1  Z |  14  13   9  15  13  10  10              |
| 15:03:30 |  8.5 | 1  4  C |  19  14   7  12  16  12  10              |
| 15:04:00 | 15.5 | 4  1  Z |  16   9  13  15  11  11  12              |
| 15:04:30 | 15.5 | 4  4  C |  12  10  16  21  12   8  10              |
| 15:05:00 | 10.1 | 2  2  Z |  15  13  13  16  17  14   8              |
| 15:05:30 | 15.5 | 4  4  C |  16  13  11  12  13  19  12              |
| 15:06:00 | 15.5 | 4  4  Z |  16  13  13  13   9  13  16              |
| 15:06:30 | 15.5 | 4  4  Z |  18  13  13  15   9   9  13              |
| 15:07:00 | 15.5 | 4  4  Z |  19  12  14  14  12  13   8              |
| 15:07:30 | 15.5 | 4  4  Z |  18  11  15  14  15  14  11              |
| 15:08:00 | 18.0 | 5  5  Z |  17  12  16  18  17  14  14              |
| 15:08:30 | 18.0 | 6  6  Z |  19  14  16  17  18  16  13              |
| 15:09:00 | 18.0 | 5  5  Z |  22  15  17  17  16  15  15              |
| 15:09:30 | 18.0 | 5  5  Z |  20  15  16  20  13  14  15              |
| 15:10:00 | 15.5 | 4  4  C |  20  15  15  20  15  15  12              |
| 15:10:30 | 15.5 | 4  4  C |  22  18  18  16  17  15  15              |
| 15:11:00 | 18.0 | 5  5  C |  24  17  20  18  19  15  15              |
| 15:11:30 | 18.0 | 5  4  Z |  18  12  19  22  21  17  13              |
| 15:12:00 | 15.5 | 4  4  Z |  16  11  19  21  20  19  15              |
| 15:12:30 | 15.5 | 4  4  C |  18  13  16  20  19  18  18              |
| 15:13:00 | 15.5 | 4  4  C |  17  13  14  19  20  18  17              |
| 15:13:30 | 15.5 | 4  4  Z |  17  11  14  17  18  17  17              |
| 15:14:00 | 18.0 | 6  6  Z |  18  13  15  16  15  15  18              |
| 15:14:30 | 18.0 | 6  6  Z |  19  15  15  17  14  14  15              |
| 15:15:00 | 18.0 | 5  5  Z |  21  16  14  16  15  14  13              |
| 15:15:30 | 15.5 | 4  4  Z |  22  17  15  16  15  15  16              |
| 15:16:00 | 15.5 | 4  4  Z |  20  17  15  16  16  15  14              |
| 15:16:30 | 15.5 | 4  4  Z |  20  15  19  16  14  13  15              |
| 15:17:00 | 15.5 | 4  4  Z |  22  14  19  19  14  14  12              |
| 15:17:30 | 18.0 | 5  5  Z |  21  15  18  22  17  17  12              |
| 15:18:00 | 18.0 | 6  6  Z |  19  14  17  20  20  18  18              |
| 15:18:30 | 15.5 | 4  4  Z |  20  14  16  18  20  18  16              |
| 15:19:00 | 15.5 | 4  4  C |  21  15  16  18  18  16  18              |
| 15:19:30 | 15.5 | 4  4  C |  22  16  16  17  17  15  22              |
| 15:20:00 | 15.5 | 4  4  C |  23  18  16  18  17  15  23              |
| 15:20:30 | 15.5 | 4  4  C |  19  17  18  18  17  17  22              |
| 15:21:00 | 15.5 | 4  4  Z |  15  11  19  20  16  17  18              |
| 15:21:30 | 15.5 | 4  4  Z |  13  10  16  22  16  15  15              |
| 15:22:00 | 12.4 | 3  3  C |  15  11  12  18  18  16  16              |
| 15:22:30 | 12.4 | 3  3  C |  17  11  11  14  16  18  16              |
| 15:23:00 | 15.5 | 4  4  C |  20  15  13  13  14  16  15              |
| 15:23:30 | 12.4 | 3  3  C |  18  15  15  16  12  12  13              |
| 15:24:00 | 15.5 | 4  4  Z |  17  12  17  18  13  12  12              |
| 15:24:30 | 15.5 | 4  4  Z |  15  12  16  20  15  14  13              |
| 15:25:00 | 15.5 | 4  4  C |  14  10  15  19  17  16  15              |
| 15:25:30 | 15.5 | 4  4  C |  19  10  13  18  18  19  17              |
| 15:26:00 | 15.5 | 4  4  Z |  22  13  11  16  17  18  16              |
| 15:26:30 | 18.0 | 5  5  C |  25  15  15  14  15  16  17              |
| 15:27:00 | 18.0 | 5  5  C |  26  15  16  17  12  15  17              |
| 15:27:30 | 18.0 | 5  5  C |  24  16  14  17  13  13  13              |
| 15:28:00 | 18.0 | 5  5  C |  27  17  17  15  15  14  14              |
| 15:28:30 | 18.0 | 6  6  Z |  25  15  19  17  14  15  16              |
| 15:29:00 | 18.0 | 5  5  Z |  18  14  15  21  14  15  14              |
| 15:29:30 | 18.0 | 5  5  Z |  16  14  15  19  19  14  12              |
| 15:30:00 | 18.0 | 6  6  Z |  20  13  15  18  18  17  16              |
| 15:30:30 | 15.5 | 4  4  Z |  22  14  16  18  14  18  19              |
| 15:31:00 | 15.5 | 4  4  C |  20  15  17  16  16  16  14              |
| 15:31:30 | 18.0 | 5  5  Z |  22  14  16  16  15  17  17              |
| 15:32:00 | 15.5 | 4  4  Z |  21  17  16  17  14  14  17              |
| 15:32:30 | 15.5 | 4  4  C |  18  15  20  18  16  12  11              |
| 15:33:00 | 15.5 | 4  4  C |  18  12  19  21  16  16  13              |
| 15:33:30 | 15.5 | 4  4  Z |  18  12  14  21  17  20  17              |
| 15:34:00 | 18.0 | 5  5  Z |  18  13  14  17  19  20  19              |
| 15:34:30 | 15.5 | 4  4  Z |  17  14  13  16  17  19  18              |
| 15:35:00 | 18.0 | 5  5  Z |  15  11  16  15  14  15  17              |
